content,score,at,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming,sentimen,,
"terimakasih KPU,lebih bercanda lagi ya kalo buat aplikasi😁😁😏",1,2024-02-22 12:23:07,terimakasih kpulebih bercanda lagi ya kalo buat aplikasi,terimakasih kpulebih bercanda lagi iya kalau untuk aplikasi,terimakasih kpulebih bercanda iya aplikasi,"['terimakasih', 'kpulebih', 'bercanda', 'iya', 'aplikasi']",terimakasih kpulebih canda iya aplikasi,negatif,,
"Aplikasi SiREKAP yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang, saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang, seharusnya data tersebut tetap ada dan tersimpan di Server sirekap, kalau nasi sudah menjadi bubur iah mau bagaimana lagi. Untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap.",5,2024-02-22 12:13:09,aplikasi sirekap yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang seharusnya data tersebut tetap ada dan tersimpan di server sirekap kalau nasi sudah menjadi bubur iah mau bagaimana lagi untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap,aplikasi sirekap yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang seharusnya data tersebut tetap ada dan tersimpan di server sirekap kalau nasi sudah menjadi bubur iah ingin bagaimana lagi untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap,aplikasi sirekap terkena hapus data menyebabkan login data hilang foto ulang sarankan terhapus data aplikasinya login ulang data tersimpan server sirekap nasi bubur iah untungnya memfoto submit server sirekap,"['aplikasi', 'sirekap', 'terkena', 'hapus', 'data', 'menyebabkan', 'login', 'data', 'hilang', 'foto', 'ulang', 'sarankan', 'terhapus', 'data', 'aplikasinya', 'login', 'ulang', 'data', 'tersimpan', 'server', 'sirekap', 'nasi', 'bubur', 'iah', 'untungnya', 'memfoto', 'submit', 'server', 'sirekap']",aplikasi sirekap kena hapus data sebab login data hilang foto ulang saran hapus data aplikasi login ulang data simpan server sirekap nasi bubur iah untung foto submit server sirekap,negatif,,
"Aplikasi gagal yg di salahkan SDM nya, sbgai ptugas sirekap jujur saja kami kecewa. 1. kami tidak ada honor tambahan (hanya bantuan pembelian kuota data). 2. proses upload yg menyita waktu. 3. minimal kasih fitur flash. penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal. 4. di hari H aplikasi jg susah d akses server down (menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan). 5. ada fitur edit (HANYA berlaku untuk DPD & DPR, TIDAK BERLAKU untuk PPWP)",3,2024-02-22 12:11:54,aplikasi gagal yg di salahkan sdm nya sbgai ptugas sirekap jujur saja kami kecewa 1 kami tidak ada honor tambahan hanya bantuan pembelian kuota data 2 proses upload yg menyita waktu 3 minimal kasih fitur flash penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal 4 di hari h aplikasi jg susah d akses server down menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan 5 ada fitur edit hanya berlaku untuk dpd dpr tidak berlaku untuk ppwp,aplikasi gagal yang di salahkan sdm nya sbgai ptugas sirekap jujur saja kami kecewa 1 kami tidak ada honor tambahan hanya bantuan pembelian kuota data 2 proses upload yang menyita waktu 3 minimal kasih fitur flash penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal 4 di hari h aplikasi jg susah d akses server down menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan 5 ada fitur edit hanya berlaku untuk dpd dpr tidak berlaku untuk ppwp,aplikasi gagal salahkan sdm nya sbgai ptugas sirekap jujur kecewa 1 honor tambahan bantuan pembelian kuota data 2 proses upload menyita 3 minimal kasih fitur flash penghitungan suara malam flash hasil foto maksimal 4 h aplikasi jg susah d akses server down menandakan aplikasi emang scara massal bersamaan 5 fitur edit berlaku dpd dpr berlaku ppwp,"['aplikasi', 'gagal', 'salahkan', 'sdm', 'nya', 'sbgai', 'ptugas', 'sirekap', 'jujur', 'kecewa', '1', 'honor', 'tambahan', 'bantuan', 'pembelian', 'kuota', 'data', '2', 'proses', 'upload', 'menyita', '3', 'minimal', 'kasih', 'fitur', 'flash', 'penghitungan', 'suara', 'malam', 'flash', 'hasil', 'foto', 'maksimal', '4', 'h', 'aplikasi', 'jg', 'susah', 'd', 'akses', 'server', 'down', 'menandakan', 'aplikasi', 'emang', 'scara', 'massal', 'bersamaan', '5', 'fitur', 'edit', 'berlaku', 'dpd', 'dpr', 'berlaku', 'ppwp']",aplikasi gagal salah sdm nya sbgai ptugas sirekap jujur kecewa 1 honor tambah bantu beli kuota data 2 proses upload sita 3 minimal kasih fitur flash hitung suara malam flash hasil foto maksimal 4 h aplikasi jg susah d akses server down tanda aplikasi emang scara massal sama 5 fitur edit laku dpd dpr laku ppwp,negatif,,
Aplikasi payah gada guna banyak kurangnya daripada manfaatnya,1,2024-02-22 12:04:14,aplikasi payah gada guna banyak kurangnya daripada manfaatnya,aplikasi payah gada guna banyak kurangnya daripada manfaatnya,aplikasi payah gada kurangnya manfaatnya,"['aplikasi', 'payah', 'gada', 'kurangnya', 'manfaatnya']",aplikasi payah gada kurang manfaat,negatif,,
Percuma deh ada aplikasi ini,1,2024-02-22 11:56:01,percuma deh ada aplikasi ini,percuma deh ada aplikasi ini,deh aplikasi,"['deh', 'aplikasi']",deh aplikasi,negatif,,
Jangan percaya aplikasi pemerintah mempersulit petugas,1,2024-02-22 11:55:39,jangan percaya aplikasi pemerintah mempersulit petugas,jangan percaya aplikasi pemerintah mempersulit petugas,percaya aplikasi pemerintah mempersulit petugas,"['percaya', 'aplikasi', 'pemerintah', 'mempersulit', 'petugas']",percaya aplikasi perintah sulit tugas,negatif,,
buruk,1,2024-02-22 11:54:19,buruk,buruk,buruk,['buruk'],buruk,negatif,,
"Tolong diperbaiki, aplikasi belum siap digunakan suruh pakai, mana pps suruh coba terus update ke si rekap. Intinya hasil sudh selesai, gak peduli dengan si rekap, gak bisa terus cape coba2 terus. Wassalam",1,2024-02-22 11:06:15,tolong diperbaiki aplikasi belum siap digunakan suruh pakai mana pps suruh coba terus update ke si rekap intinya hasil sudh selesai gak peduli dengan si rekap gak bisa terus cape coba2 terus wassalam,mohon diperbaiki aplikasi belum siap digunakan suruh pakai mana pps suruh coba terus update ke si rekap intinya hasil sudh selesai tidak peduli dengan si rekap tidak bisa terus cape coba2 terus wassalam,mohon diperbaiki aplikasi suruh pakai pps suruh coba update si rekap intinya hasil sudh selesai peduli si rekap cape coba2 wassalam,"['mohon', 'diperbaiki', 'aplikasi', 'suruh', 'pakai', 'pps', 'suruh', 'coba', 'update', 'si', 'rekap', 'intinya', 'hasil', 'sudh', 'selesai', 'peduli', 'si', 'rekap', 'cape', 'coba2', 'wassalam']",mohon baik aplikasi suruh pakai pps suruh coba update si rekap inti hasil sudh selesai peduli si rekap cape coba2 wassalam,negatif,,
Nol bensar,1,2024-02-22 10:48:02,nol bensar,nol bensar,nol bensar,"['nol', 'bensar']",nol bensar,netral,,
Aplikasi tolol banyak bug Minim fitur,1,2024-02-22 10:41:03,aplikasi tolol banyak bug minim fitur,aplikasi tidak berguna banyak bug minim fitur,aplikasi berguna bug minim fitur,"['aplikasi', 'berguna', 'bug', 'minim', 'fitur']",aplikasi guna bug minim fitur,negatif,,
pas hari-h malah ga berfungsi,2,2024-02-22 10:28:07,pas harih malah ga berfungsi,saat harih malah tidak berfungsi,harih berfungsi,"['harih', 'berfungsi']",harih fungsi,negatif,,
"pas pemilu hanya sukses upload presiden dan dpr, yang lainnya loading lama.",1,2024-02-22 09:56:57,pas pemilu hanya sukses upload presiden dan dpr yang lainnya loading lama,saat pemilu hanya sukses upload presiden dan dpr yang lainnya loading lama,pemilu sukses upload presiden dpr loading,"['pemilu', 'sukses', 'upload', 'presiden', 'dpr', 'loading']",milu sukses upload presiden dpr loading,netral,,
"Aplikasi nya jelek, pas pemilu pun masih error juga",1,2024-02-22 09:50:59,aplikasi nya jelek pas pemilu pun masih error juga,aplikasi nya buruk saat pemilu pun masih error juga,aplikasi nya buruk pemilu error,"['aplikasi', 'nya', 'buruk', 'pemilu', 'error']",aplikasi nya buruk milu error,negatif,,
"Harus diperbaiki terus, update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps /ppk & panwas, dan juga pps / ppk tidak bisa merubah terjaga hasil nya",2,2024-02-22 09:49:45,harus diperbaiki terus update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps ppk panwas dan juga pps ppk tidak bisa merubah terjaga hasil nya,harus diperbaiki terus update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps ppk panwas dan juga pps ppk tidak bisa merubah terjaga hasil nya,diperbaiki update poto hasil pemungutan suara tps terkunci dibuka izin pps ppk panwas pps ppk merubah terjaga hasil nya,"['diperbaiki', 'update', 'poto', 'hasil', 'pemungutan', 'suara', 'tps', 'terkunci', 'dibuka', 'izin', 'pps', 'ppk', 'panwas', 'pps', 'ppk', 'merubah', 'terjaga', 'hasil', 'nya']",baik update poto hasil mungut suara tps kunci buka izin pps ppk panwas pps ppk rubah jaga hasil nya,negatif,,
Belum siap pakai,1,2024-02-22 09:48:47,belum siap pakai,belum siap pakai,pakai,['pakai'],pakai,negatif,,
Oke,5,2024-02-22 09:31:08,oke,oke,oke,['oke'],oke,positif,,
Baik,4,2024-02-22 09:23:25,baik,baik,,[],,positif,,
Aplikasi gagunaaa,1,2024-02-22 08:54:34,aplikasi gagunaaa,aplikasi gagunaaa,aplikasi gagunaaa,"['aplikasi', 'gagunaaa']",aplikasi gagunaaa,negatif,,
Dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus ga selesai2,1,2024-02-22 08:12:42,dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus ga selesai2,dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus tidak selesai2,tampilan ok tpi lemot kebangetan salah baca angka foreclose ngulang foto trus selesai2,"['tampilan', 'ok', 'tpi', 'lemot', 'kebangetan', 'salah', 'baca', 'angka', 'foreclose', 'ngulang', 'foto', 'trus', 'selesai2']",tampil ok tpi lot banget salah baca angka foreclose ngulang foto trus selesai2,negatif,,
"Aplikasi gagal produk gagal jngan di gunakan buat hal yg sangat penting,",1,2024-02-22 08:11:00,aplikasi gagal produk gagal jngan di gunakan buat hal yg sangat penting,aplikasi gagal produk gagal jngan di gunakan untuk hal yang sangat penting,aplikasi gagal produk gagal jngan,"['aplikasi', 'gagal', 'produk', 'gagal', 'jngan']",aplikasi gagal produk gagal jngan,negatif,,
"Jangan salahkan si rekapnya, salahkan yang buat aplikasi, kenapa pada ppwp ga bisa di edit, di kira kpps yang curang, aneh bin ajaib😌, ga mau putaran ke dua, puteren dewe pakkk, sekian terimakasih",1,2024-02-22 07:34:31,jangan salahkan si rekapnya salahkan yang buat aplikasi kenapa pada ppwp ga bisa di edit di kira kpps yang curang aneh bin ajaib ga mau putaran ke dua puteren dewe pakkk sekian terimakasih,jangan salahkan si rekapnya salahkan yang untuk aplikasi kenapa pada ppwp tidak bisa di edit di kira kpps yang curang aneh bin ajaib tidak ingin putaran ke dua puteren dewe pakkk sekian terimakasih,salahkan si rekapnya salahkan aplikasi ppwp edit kpps curang aneh bin ajaib putaran puteren dewe pakkk sekian terimakasih,"['salahkan', 'si', 'rekapnya', 'salahkan', 'aplikasi', 'ppwp', 'edit', 'kpps', 'curang', 'aneh', 'bin', 'ajaib', 'putaran', 'puteren', 'dewe', 'pakkk', 'sekian', 'terimakasih']",salah si rekap salah aplikasi ppwp edit kpps curang aneh bin ajaib putar puteren dewe pakkk sekian terimakasih,negatif,,
"Curang, Curang, Kerja nya Curang kalau gk Curang gk bisa makan KPU-KPU Bubaaar Kalian",1,2024-02-22 07:33:29,curang curang kerja nya curang kalau gk curang gk bisa makan kpukpu bubaaar kalian,curang curang kerja nya curang kalau tidak curang tidak bisa makan kpukpu bubaaar kalian,curang curang kerja nya curang curang makan kpukpu bubaaar,"['curang', 'curang', 'kerja', 'nya', 'curang', 'curang', 'makan', 'kpukpu', 'bubaaar']",curang curang kerja nya curang curang makan kpukpu bubaaar,negatif,,
"Aplikasi belum layak, tolong di perbaiki",1,2024-02-22 07:21:26,aplikasi belum layak tolong di perbaiki,aplikasi belum layak mohon di perbaiki,aplikasi layak mohon perbaiki,"['aplikasi', 'layak', 'mohon', 'perbaiki']",aplikasi layak mohon baik,negatif,,
aplikasi murahan,1,2024-02-22 07:02:15,aplikasi murahan,aplikasi murahan,aplikasi murahan,"['aplikasi', 'murahan']",aplikasi murah,negatif,,
"HEBAT,!!!Mampu membuat se Indonesia RIBUT.",5,2024-02-22 06:53:26,hebatmampu membuat se indonesia ribut,hebatmampu membuat se indonesia ribut,hebatmampu indonesia ribut,"['hebatmampu', 'indonesia', 'ribut']",hebatmampu indonesia ribut,negatif,,
"Pesta Demokrasi tinggal menghitung hari, Aplikasi KPU versi Digitalisasi kurang MUMPUNI. Apakah saat pelaksanaan akan timbul banyak masalah di Server.? mengingat seluruh indonesia akan menggunakan Apk ini untuk Pesta Demokrasi.",2,2024-02-22 06:40:12,pesta demokrasi tinggal menghitung hari aplikasi kpu versi digitalisasi kurang mumpuni apakah saat pelaksanaan akan timbul banyak masalah di server mengingat seluruh indonesia akan menggunakan apk ini untuk pesta demokrasi,pesta demokrasi tinggal menghitung hari aplikasi kpu versi digitalisasi kurang mumpuni apakah saat pelaksanaan akan timbul banyak masalah di server mengingat seluruh indonesia akan menggunakan aplikasi ini untuk pesta demokrasi,pesta demokrasi tinggal menghitung aplikasi kpu versi digitalisasi mumpuni pelaksanaan timbul server indonesia aplikasi pesta demokrasi,"['pesta', 'demokrasi', 'tinggal', 'menghitung', 'aplikasi', 'kpu', 'versi', 'digitalisasi', 'mumpuni', 'pelaksanaan', 'timbul', 'server', 'indonesia', 'aplikasi', 'pesta', 'demokrasi']",pesta demokrasi tinggal hitung aplikasi kpu versi digitalisasi mumpuni laksana timbul server indonesia aplikasi pesta demokrasi,negatif,,
"aplikasi sering error, masa biat upload C-Hasil saja harus nunggu 5 hari, itu pun masih salah datanya. lain kali kalau apk belum siap, jangan dipaksa dipakai. kami yang jadi kpps pusing tau, udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh, jadinya kerja 2 kali kita. kenapa apk ini error? apakah anggarannya kurang?",1,2024-02-22 06:34:10,aplikasi sering error masa biat upload chasil saja harus nunggu 5 hari itu pun masih salah datanya lain kali kalau apk belum siap jangan dipaksa dipakai kami yang jadi kpps pusing tau udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh jadinya kerja 2 kali kita kenapa apk ini error apakah anggarannya kurang,aplikasi sering error masa biat upload chasil saja harus nunggu 5 hari itu pun masih salah datanya lain kali kalau aplikasi belum siap jangan dipaksa dipakai kami yang jadi kpps pusing tau sudah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh jadinya kerja 2 kali kita kenapa aplikasi ini error apakah anggarannya kurang,aplikasi error biat upload chasil nunggu 5 salah datanya kali aplikasi dipaksa dipakai kpps pusing tau penghitungan suara subuh ditambah aplikasi bodoh kerja 2 kali aplikasi error anggarannya,"['aplikasi', 'error', 'biat', 'upload', 'chasil', 'nunggu', '5', 'salah', 'datanya', 'kali', 'aplikasi', 'dipaksa', 'dipakai', 'kpps', 'pusing', 'tau', 'penghitungan', 'suara', 'subuh', 'ditambah', 'aplikasi', 'bodoh', 'kerja', '2', 'kali', 'aplikasi', 'error', 'anggarannya']",aplikasi error biat upload chasil nunggu 5 salah data kali aplikasi paksa pakai kpps pusing tau hitung suara subuh tambah aplikasi bodoh kerja 2 kali aplikasi error anggar,negatif,,
Belajar lagi buat aplikasi nasional biar tidak mentusahkan,1,2024-02-22 05:02:33,belajar lagi buat aplikasi nasional biar tidak mentusahkan,belajar lagi untuk aplikasi nasional biar tidak mentusahkan,belajar aplikasi nasional biar mentusahkan,"['belajar', 'aplikasi', 'nasional', 'biar', 'mentusahkan']",ajar aplikasi nasional biar mentusahkan,negatif,,
aplikasi butuh perbaikan,1,2024-02-22 05:02:19,aplikasi butuh perbaikan,aplikasi butuh perbaikan,aplikasi butuh perbaikan,"['aplikasi', 'butuh', 'perbaikan']",aplikasi butuh baik,netral,,
Ini apk tidak baik MENURUT SAYA Bakal jadi problem bagi kpu karna mau masuk tidak bisa Di suruh masukan no NIK jg tidak bisa Trus mau nya si KPU APA?,1,2024-02-22 04:44:17,ini apk tidak baik menurut saya bakal jadi problem bagi kpu karna mau masuk tidak bisa di suruh masukan no nik jg tidak bisa trus mau nya si kpu apa,ini aplikasi tidak baik menurut saya bakal jadi problem bagi kpu karna ingin masuk tidak bisa di suruh masukan no nik jg tidak bisa trus ingin nya si kpu apa,aplikasi problem kpu karna masuk suruh masukan no nik jg trus nya si kpu,"['aplikasi', 'problem', 'kpu', 'karna', 'masuk', 'suruh', 'masukan', 'no', 'nik', 'jg', 'trus', 'nya', 'si', 'kpu']",aplikasi problem kpu karna masuk suruh masuk no nik jg trus nya si kpu,negatif,,
Ni sirekap kalah server nya sama Mobile Legend.1 Asia loh Mobil legend.gak ada Lag2 nya.,1,2024-02-22 04:38:03,ni sirekap kalah server nya sama mobile legend1 asia loh mobil legendgak ada lag2 nya,ni sirekap kalah server nya sama mobile legend1 asia loh mobil legendgak ada lag2 nya,ni sirekap kalah server nya mobile legend1 asia loh mobil legendgak lag2 nya,"['ni', 'sirekap', 'kalah', 'server', 'nya', 'mobile', 'legend1', 'asia', 'loh', 'mobil', 'legendgak', 'lag2', 'nya']",ni sirekap kalah server nya mobile legend1 asia loh mobil legendgak lag2 nya,negatif,,
"Sering eror, Merugikan kpps",1,2024-02-22 04:29:51,sering eror merugikan kpps,sering error merugikan kpps,error merugikan kpps,"['error', 'merugikan', 'kpps']",error rugi kpps,negatif,,
Mantap,3,2024-02-22 04:26:56,mantap,mantap,mantap,['mantap'],mantap,positif,,
Aplikasi nya jelek tidak ada sistem uang nya aku mau uang dengan sistem gacha,5,2024-02-22 04:12:55,aplikasi nya jelek tidak ada sistem uang nya aku mau uang dengan sistem gacha,aplikasi nya buruk tidak ada sistem uang nya aku ingin uang dengan sistem gacha,aplikasi nya buruk sistem uang nya uang sistem gacha,"['aplikasi', 'nya', 'buruk', 'sistem', 'uang', 'nya', 'uang', 'sistem', 'gacha']",aplikasi nya buruk sistem uang nya uang sistem gacha,negatif,,
"Apk yang sangat mudah, Sangat mudah di uninstall & tdk usah digunakan selamanya. RIBET & LEMOT. BINTANG SETENGAH SAJA KALO ADA.",1,2024-02-22 04:09:28,apk yang sangat mudah sangat mudah di uninstall tdk usah digunakan selamanya ribet lemot bintang setengah saja kalo ada,aplikasi yang sangat mudah sangat mudah di uninstall tidak usah digunakan selamanya ribet lemot bintang setengah saja kalau ada,aplikasi mudah mudah uninstall ribet lemot bintang,"['aplikasi', 'mudah', 'mudah', 'uninstall', 'ribet', 'lemot', 'bintang']",aplikasi mudah mudah uninstall ribet lot bintang,negatif,,
