content,score,at,sentimen,,
anjay msyarakat boasa nda bisa axses,1,2024-03-02 03:09:17,netral,,
aplikasi penggelembungan suara,1,2024-03-02 02:31:50,negatif,,
Aplikasi pantekk,1,2024-03-01 13:49:22,negatif,,
Aplikasi ngabisin uang rakyat. Errornya bukan maen,1,2024-03-01 09:56:49,negatif,,
"Made in pemerintah dari dulu gini mulu ya. Minusnya ga bisa auto focus (fitur utama sebuah aplikasi yang menggunakan kamera), ga bisa menyalakan flash (fitur tambahan untuk memperjelas objek foto), ga bisa pake foto di galeri (fitur tambahan jika minta foto ulang). Dan server kurang kuat",1,2024-03-01 08:18:29,negatif,,
banyak Sekali Segi Minus Ini Aplikasi Maunya Tambahin File Foto di Galery Biar Egak Ribet Foto Sana Sini😑,1,2024-03-01 07:33:06,negatif,,
"Lupa password sirekap caranya bagaimana kak? selesai sy update,app sirekap nya tertulis Masuk,kembali kemanu utama,data"" SDH ada dalamnya password nya sy lupa🤦‍♀️",5,2024-03-01 06:39:44,negatif,,
Jelek,3,2024-03-01 05:44:24,negatif,,
Belum layak,1,2024-03-01 03:56:09,negatif,,
Share Sekalian sama cheat nya dong,1,2024-02-29 22:16:17,netral,,
Aplikasi taiiikkkk... masa Input Data capek2 hasilnya kagak bisa sesuai... aplikasi cuman buat ngabisin anggran yaaach....... Atau emang sengaja buat memenangkan salah satu paslon dan ternyata ketauan yaaaaa.....wkwkwkekekekekekek,1,2024-02-29 20:18:10,negatif,,
Lama loginnya,5,2024-02-29 19:21:14,negatif,,
Payah,1,2024-02-29 16:20:41,negatif,,
Aplikasi danga dongo sperti bapak ( Jokowi ) dan anak ( gibran )😂😂 gak pantas masuk di plastore inilah yang di namakan sampah masyarakat sebenarnya,1,2024-02-29 15:26:44,negatif,,
Payah,1,2024-02-29 14:44:17,negatif,,
Aplikasi bobrok,1,2024-02-29 14:00:02,negatif,,
Baru pertama kalinya aku menggunakan aplikasi ini,2,2024-02-29 13:45:35,netral,,
Quik,5,2024-02-29 11:00:37,positif,,
Bagus,5,2024-02-29 09:37:14,positif,,
Kok Saya Gak bisa Daftar Sih? 😡😡😡🤬🤬🤬,1,2024-02-29 08:43:11,negatif,,
Aplikasi gk guna,1,2024-02-29 07:50:23,negatif,,
Tataian,1,2024-02-29 06:41:54,netral,,
"Terlalu dipaksakan, buang buang uang saja, padahal uang tersebut bisa dipakai untuk mensejahterahkan masayarakat yang membutuhkan, malah di buat aplikasi tanggung macam ini",1,2024-02-29 06:13:01,negatif,,
Aplikasi gagal belum layak untuk digunakan...lain kalai kalau aplikasinya belum siap jangan di gunakan perbaiki dulu servernya biar bisa diakses seluruh Indonesia,1,2024-02-29 01:40:33,negatif,,
Produk gagal dr kpu,1,2024-02-29 01:32:17,negatif,,
Aplikasi terburuk yg pernah kupakai di smartphone.,1,2024-02-28 23:23:07,negatif,,
Sampe sekarang aku masih di tagih file dari sirekap. Tapi sirekap nya yg gk bisa ngunci dan nyimpan dokumen saya 👎 kasih bintang satu buat penilaian niat nya doang bikin ni aplikasi,1,2024-02-28 23:14:38,negatif,,
Butut,1,2024-02-28 17:38:12,negatif,,
⭐️1,1,2024-02-28 16:52:11,negatif,,
Mungkin apk ini cocoknya buat pemilu thun depan. Klo sekrng kyaknya blm siap Ppwp hal 2. Tombol editnya belum berfungsi tpi ini kyknya dsengaja. Revisi gtu pdhl kan mudah dan ini apk klas nasional lo. Bukan main2,1,2024-02-28 14:26:18,negatif,,
Gbs krim hsil..mau krim malah logout..mau login lg mlah invalid..stlh sy tny kpd pps n ppk ini server ny lg error..so mau smpai kpn server error..??sdngkn tgs anggota kpps sdh slsa msa krj ny,1,2024-02-28 13:24:43,negatif,,
Aplikasi curang....,1,2024-02-28 12:23:54,negatif,,
"Harusnya dikasih batas dpt maksimal 300, jadi kalo ada kesalahan pas input foto, angka yang terbaca tidak jauh hingga ribuan",1,2024-02-28 12:21:57,negatif,,
Aplikasi gak layak,1,2024-02-28 12:16:45,negatif,,
"Kerja kembali, part II perhitungan ulang. Kec. Tanjung senang . Bandar lampung.",5,2024-02-28 12:14:24,netral,,
Uang negara di habis kan sia2 untuk aplikasi gagal ini..,2,2024-02-28 11:41:24,negatif,,
Aplikasi gagal.......,1,2024-02-28 11:31:59,negatif,,
Oke,3,2024-02-28 10:03:09,positif,,
Disaranin bisa upload foto dari galeri agar lebih mudah. Dan lebih jelas,2,2024-02-28 04:53:14,positif,,
Aplikasi ga jelas rugiin orang doang,1,2024-02-28 04:50:30,negatif,,
"Yg penting anggaran buat bikin aplikasi udh keluar Masalah urusan bisa dipake atau gx nya itu urusan nanti, sing penting aplikasinya udh jadi udh ada wujudnya.....",1,2024-02-28 04:49:02,negatif,,
"Sangat tidak bagus, masa mau foto aja langsung log out sendiri. Belum lagi kamera bawaan apk nya jelek malah nyalahin kpps😬😬",1,2024-02-28 04:48:52,negatif,,
"Sirekap gak jelas, seperti sudah di setting siapa pemenang nya, ini Apk seperti Apk judi online BANDAR PASTI MENANG",1,2024-02-28 03:43:53,negatif,,
Sering eror,1,2024-02-28 03:27:05,negatif,,
Apk tidak netral,1,2024-02-28 02:39:15,negatif,,
APLIKASI TIDAK LAYAK PAKAI! HANYA BUAT SUSAH KPPS,1,2024-02-28 02:21:29,negatif,,
Amit2 ih,1,2024-02-28 01:43:23,negatif,,
Kalau belum siap untuk digunakan jangan digunakan dulu. Jangan mementingkan semata proyek aplikasi saja.,1,2024-02-28 01:23:31,negatif,,
Payah gak berguna,1,2024-02-27 22:48:40,negatif,,
"Aplikasi saya kenapa ya tidak bisa login. Padahal username dan sandi sudah betul. Tapi, tidak bisa login. Kendala saya, saya pernah login aplikasi sirekapnya di Hp teman saya.",3,2024-02-27 21:17:38,negatif,,
"Aplikasi ga guna , sering error ,data data yang direkap tiba² hilang semua ,",1,2024-02-27 18:10:01,negatif,,
Buruk,1,2024-02-27 17:02:08,negatif,,
"Setelah update versi terbaru malah gak bisa dibuka, autentikasi gagal. Gimana mau cpt selesai kalau sirekap aja gak bisa dibuka. Terus malah salahin kpps gak teliti pake si rekap. Parah sih",1,2024-02-27 15:48:29,negatif,,
Buahahaha... Sangat menggambarkan kualitas pemerintah,1,2024-02-27 14:51:18,negatif,,
1+1+2 = 1120,1,2024-02-27 14:38:49,netral,,
app tolol,1,2024-02-27 13:40:00,negatif,,
"Aplikasi burik, belum siap udah dipaksa untuk dipakai,,,",1,2024-02-27 13:00:17,negatif,,
No komen,1,2024-02-27 12:36:47,negatif,,
"Lah jaleh alun layak, bapakai lo",1,2024-02-27 12:35:47,negatif,,
Ok,5,2024-02-27 12:22:44,positif,,
"Aplikasi gk bisa digunakan, gk bisa unggah file, belum bisa digunakan untuk pemilu tahun 2024 ini, kecewa aplikasinya jelek",1,2024-02-27 12:22:30,negatif,,
Kesalahan BSrE terus. Nanti kalau sudah lancar akan saya ganti ulasannya,5,2024-02-27 11:36:00,negatif,,
Menyusahkan,2,2024-02-27 11:31:04,negatif,,
aplikasi slot demokrasi,1,2024-02-27 10:44:44,negatif,,
"Aplikasi tidak lulus uji, sangat susah di operasi kan",1,2024-02-27 09:42:01,negatif,,
"Apk kaga jelas, bukannya mempermudah malah mempersulit. Lain kali kalau belum siap pake aplikasi, gak usah sok-sokan lah.",1,2024-02-27 09:15:10,negatif,,
"Sangat sulit terkoneksi ke server, belum siap utk pakai aplikasi ini di pemilu selanjutnya",1,2024-02-27 09:13:39,negatif,,
Aplikasi ga guna .. Buat repot ..,1,2024-02-27 08:46:34,negatif,,
Gak bisa upload file siRekap-nya gimana ini?,1,2024-02-27 07:44:34,negatif,,
"Kurang banget buat digitalisasi terkesan maksain banget, bukannya teknologi mempermudah tapi malah memper ribet",1,2024-02-27 07:36:48,negatif,,
"Sebentar"" harus update, Pembacaan tidak akurat, hingga bikin kisruh, sering down dan banyak lagi. Tidak layak.",1,2024-02-27 05:57:07,negatif,,
"Aplikasi yang bagus, bagusnya jangan di download",1,2024-02-27 05:20:11,negatif,,
Mantap transparan,5,2024-02-27 03:51:23,positif,,
Error,1,2024-02-27 03:41:56,negatif,,
"Klo blm siap jgn maksa, aplikasi bapuk",1,2024-02-27 02:19:34,negatif,,
"Aplikasi sampah, anggaran pembuatan aplikasinya pasti banyak di sikat orang-orang KPU ni.",1,2024-02-27 01:26:49,negatif,,
Aplikasi pembodohan publik!!!,1,2024-02-27 00:18:57,negatif,,
"Aplikasi GATOT alias GAGAL TOTAL, dibikin pusing cuma gara gara aplikasi ini. Kalo ga siap gausahlah pake digital2 apaan",1,2024-02-26 16:40:29,negatif,,
Aplikasi belum siap jangan digunakan sudah foto tapi suruh kirim ulang foto,1,2024-02-26 15:23:32,negatif,,
Ga jelas bikin pulang subuh,1,2024-02-26 15:22:48,negatif,,
Aplikasi aneh,1,2024-02-26 15:19:29,negatif,,
PARAAAH,1,2024-02-26 14:36:23,negatif,,
Aplikasi buruk. Bisa-bisanya suara yang sudah naik turun lagi,1,2024-02-26 14:22:55,negatif,,
"Aplikasi butut, herannya kpu dikasih waktu 5 tahun untuk buat ni aplikasi tapi hasilnya malah seadanya, kayak ga niat buat (lebih ke ""hemat budget"" mungkin). Gak bisa unggah foto dari galeri, kualitas foto jadi jelek banget + blur, gak ada flash, sudah diunggah suka minta foto ulang yang mana itu buat repot. Lain kali kalo diamanahkan untuk buat aplikasi tolong buatlah dengan sebaik mungkin, masukan dari teman"" yang sudah diulas tolong dipikirkan.",1,2024-02-26 13:47:32,negatif,,
Payah bangett bikin ribet,1,2024-02-26 13:22:56,negatif,,
"Aplikasine sek bosokk, sek disalahke KPPS",1,2024-02-26 13:08:16,negatif,,
"Gegara aplikasi ini, kerja lebih dari 24 jam nonstop dipersalahkan oleh komisioner KPU RI, Bu Betty",1,2024-02-26 11:43:48,negatif,,
"Aplikasi masih banyak kekurangan, kamera tidak bisa difokuskan selalu blur padahal penerangan sudah maksimal sekali, sampai H-6 masih ada update aplikasi, harusnya H- beberapa bulan sudah tidak ada update lagi, login susah, sudah hampir tidak tidur dan aplikasi bermasalah dan KPPS masih disalahkan, jika ada rating minus sudah saya kasih rating minus",1,2024-02-26 10:25:28,negatif,,
Aplilasi bobrok,1,2024-02-26 09:47:56,negatif,,
Kalau belum mampu buat aplikasi. Uangnya jangan dimakan dong... banyak anak bangsa yg mampu buat aplikasi lebih bagus dari ini.,1,2024-02-26 09:26:36,negatif,,
Kamera hp sudah bagus. Begitu masuk aplikasi ini turun drastis luarbiasa. Engineernya kurang dana.,1,2024-02-26 09:19:10,negatif,,
"Aplikasi kocak kagak guna, nyesel njir gua instal isinya hoax mulu",1,2024-02-26 08:22:02,negatif,,
Benar benar apk burik dan membagongkan,1,2024-02-26 07:44:20,negatif,,
aplikasi tergoblok yang pernah gua install sepanjang sejarah,1,2024-02-26 06:36:14,negatif,,
"Minimal anggaran negara dibuat nyewa LC saja gausah buat aplikasi, sok²an modernisasi",1,2024-02-26 06:14:27,negatif,,
hampir sakit gara2 aplikasi ini,1,2024-02-26 05:26:43,negatif,,
Halaman nomor 2 presiden bagian suara sah paslon tidak bisa diedit padahal suara sah paslon tidak sesuai. Anehnya pemilihan partai politik sirekap aman aman saja.,2,2024-02-26 04:42:29,negatif,,
banyak kendala yg terhadi di apk,1,2024-02-26 04:32:40,negatif,,
Good,5,2024-02-26 03:36:01,positif,,
"GAK NIAT BANGET BIKIN APLIKASI , KAMERA 108 MEGAPIXEL JADI BUREM GARA² FITUR KAMERA APK BURIQ , KASIH AJA FITUR UPLOAD BIAR GAMBARNYA JELAS, TRUS APAAN COBA CROP MANUAL , MINIMAL KAYA CAMSCANER BISA NGEPASIN LANGSUNG JADI GAK LAMA² UDAH WAKTUNYA NGITUNG MASIH FOTO² MEMPERLAMBAT PROSES PENGHITUNGAN , MINIMAL ANGGARAN BUAT BIKIN SERVER JANGAN DISUNAT, DARI SIMULASI1-TERAKHIR BANYAK DATA YG SALAH BACA DARI PADA YANG BENER, APALAGI UPLOADNYA LAMA , PERSIAPAN 5 TAHUN NGAPAIN AJA, NOL BESAR",1,2024-02-26 03:09:33,negatif,,
aplikasi sampah,1,2024-02-26 03:05:30,negatif,,
aplikasinya yang burik malah nyalahin ponsel kppsnya 🤣,1,2024-02-26 02:08:18,negatif,,
Semangat terus sirekap. Saya harap akan terus digunakan untuk pilkada dan pilpres yg akan datang.,5,2024-02-26 01:47:54,netral,,
"Dasar, gara² lu aplikasi yg gak bener, para KPPS jadi korban dituduh curang, SDM rendah,kamera hp nya jelek sampe banyak kpps yg opname IGD gara² aplikasi sirekap ini",1,2024-02-26 00:46:30,negatif,,
Aplikasi gagal,1,2024-02-26 00:00:39,negatif,,
"apk kocak, kalo beli server jangan beli server murahan...",1,2024-02-25 23:48:39,negatif,,
Aplikasi gak jelas,1,2024-02-25 19:32:01,negatif,,
Sirekap membantu masyarakat kecil untuk melihat hasil pemilihan yang jujur dan adil.,5,2024-02-25 18:47:16,positif,,
Siiiiip......,5,2024-02-25 18:12:58,positif,,
Oke,5,2024-02-25 18:07:53,positif,,
Sangat membantu,5,2024-02-25 17:37:59,positif,,
"Sudah di beri akses dari kpu tapi sekarang tidak dapat login,username or pass salah,sebagai anggota kpps kita merasa kerja kita tidak baik atau buruk karena kendala sirekap,tidak mudah,tidak semuanya dapat untuk mengunggah file c hasil pleno,dan admin malah di minta login kembali,dan ketika login di tidak dapat karena server tidak mampu membaca username admin dan passnya.",1,2024-02-25 16:28:09,negatif,,
Apk sangat membayangkan,1,2024-02-25 16:19:10,negatif,,
MOHON DIBENAHI KEMBALI SEBELUM KEMBALI DIOPERASIONALKAN!!! Dan jangan sesekali menyalahkan pengguna yg akan menggunakan untuk menginput data karena masalah dari awal kan harusnya ada uji coba dan kelayakan untuk pemakaian yg merata masa belum siap tapi udh di edarkan untuk menggunakan ke seluruh panitia. Pikir dulu evaluasi dulu dong...anggaran yg digunakan untuk membuat aplikasi hanya sia sia,1,2024-02-25 16:19:05,negatif,,
Oke,5,2024-02-25 15:38:16,positif,,
Masih banyak PR yang harus segera diselesaikan.,1,2024-02-25 14:36:22,negatif,,
Bikin susah petugas KPPS,1,2024-02-25 14:35:03,negatif,,
Aplikasi bobrok..ngabisin uang anggaran pemerintah ajah..lebih baik dana nya di alokasikan untuk rakyat yg tidak mampu,1,2024-02-25 14:22:36,negatif,,
Orang Indonesia ngga bodoh semua. Hanya aplikasi beginian kok 3 milyar lebih. Udah gitu server nya di Singapura. Tulisan x kebaca angka 8. Ini aplikasi murahan ngga mutu. Pakailah produk dalam negeri. Terimakasih.,1,2024-02-25 13:22:55,negatif,,
Kacauuu,1,2024-02-25 13:12:45,negatif,,
"Terima kasih sirekap. See You Pilkada 2024,semoga lebih update lagi🔥",5,2024-02-25 13:07:53,netral,,
Aplikasi Erorr,1,2024-02-25 12:49:28,negatif,,
aplikasi yang cuma menambah permasalahan di tps. gajelas. LOL,1,2024-02-25 12:31:26,positif,,
Oke,5,2024-02-25 11:53:01,positif,,
Aplikasi yang gak berkualitas,1,2024-02-25 10:55:27,negatif,,
Sengaja aplikasi dibuat jelek wkwkwk supaya ga banyak yg bisa aksesnya ya?,1,2024-02-25 09:11:58,negatif,,
Sakirana te bisa nyieun apk nggeus ntong nyieun Matak ngalieurkeun ka masyarakat,1,2024-02-25 08:42:28,negatif,,
"Bang udah bang lu ga cocok bkin aplksi, mnding balik lgi aja jualan seblak",1,2024-02-25 06:40:13,negatif,,
Aplikasi kaga jelas,1,2024-02-25 06:13:48,positif,,
Aplikasi belum siap pakai tapi dipaksa untuk meluncur dan merugikan banyak orang. Terutama anggota kpps yg dijadikan kambing hitam padahal emg apknya yg belum siap pakai sepenuhnya,1,2024-02-25 06:08:32,negatif,,
"Seperti ini siapa yang salah, KPU atau admin Sirekap yang sudah berusaha agar data secara benar dan jujur terupload di aplikasi. Bisa-bisanya menyalahkan admin, pilkada besok tolong diperbaiki ya apk ini. Apk belum mateng disuruh kejar tayang. Sekian, terimakasih. Semoga lebih baik. 🙏",1,2024-02-25 05:10:06,negatif,,
Mempersulit kinerja kpps aplikasi mending hitung manual aja yang dari hasil C,1,2024-02-25 04:58:52,negatif,,
"Apk yg harusnya memudahkan malah sebaliknya, padahal pemilu diadakan 5 tahun sekali. Padahal prepare dll, bisa dilakukan jauh jauh bulan.",1,2024-02-25 03:59:09,positif,,
"Ya, apa yg bisa diharapkan dari KPU, developer dan pemerintah berwenang yang dari awalnya saja sudah mendukung kecurangan, melanggar etika, diam saat tahu ada yang salah. Get well soon, Indonesia! 1. Aplikasi tidak siap menampung ""crowd system"" di hari-H. 2. Server lemah dan bermasalah. Tidak ada limit atas jumlah suara sesuai jml maksimal DPT (300)",1,2024-02-25 03:53:46,negatif,,
"Aplikasi kntl, gaguna anjg",1,2024-02-25 03:43:45,negatif,,
"Aplikasi gila gilaan, masa di hp kita udah terunggah semua, udah clear semua, bisa bisanya di kecamatan untuk tps kami belum ke unggah katanya, gimana ceritanya Jelas jelas di aplikasi kita udah siap semua dari kemarin Tolong dong yg buat aplikasi ini Jadi tps kami seakan akan bodoh kali gak kami unggah unggah, padahal udah clear semua",1,2024-02-25 02:58:13,negatif,,
"Lain kali kalo mau mengoperasikan aplikasi tuh dipikir mateng2 dulu, kuat ga kalo diakses orang se indonesa ini bersamaan. Namanya juga aplikasi khusus buat ngirim hasil suara pemilu, jelas banyak orang yg ngakses di 1 hari itu. Aplikasi yg bobrok tapi mengkambing hitamkan kpps yg curang. Niatnya mempermudah tapi malah memperuwet tau gakkk",1,2024-02-25 02:42:45,negatif,,
attitude nol,1,2024-02-25 02:26:03,negatif,,
Enggak mutu,1,2024-02-25 00:10:41,negatif,,
"Bikin rumit aja ini apk,system down kaya gini masih d pake",1,2024-02-24 23:44:16,negatif,,
Pengalaman pertama menjadi anggota KPPS 2024 menggunakan aplikasi ini. Pengalaman KPPS sebelumnya manual saja tanpa menggunakan teknologi digital. Link aktivasi dari KPU berjalan lancar dan cepat untuk diakses serta tidak ada kendala dalam proses login. Semoga saat digunakan saat hari H berjalan lancar. Sayang sekali pas hari H pencoblosan malah menyulitkan tugas KPPS.,1,2024-02-24 18:48:22,negatif,,
Letoy bukan main,1,2024-02-24 18:37:07,negatif,,
"Server swasta Singapore gak kuat, data rakyat dijual ke luar negri, pemilu jadi proyek bisnis pribadi. Menodai asas jurdil pemilu 2024, sejarah buruk di indonesia, jadi bahan lelucon di luar negri.",5,2024-02-24 18:13:27,negatif,,
"Aplikasi Jelek, masih kurang layak digunakan. Terkesan di paksakan, padahal digunakan untuk kegiatan sangat penting. Dilihat dari desain UI/UX nya juga kurang proper ala kadarnya. Terkesan seperti orang yang baru belajar membuat aplikasi, kurang profesional.",2,2024-02-24 15:43:03,negatif,,
Oke,5,2024-02-24 14:20:37,positif,,
Sangat membatu info,1,2024-02-24 14:14:30,positif,,
"APLIKASI SAMPAH, BIKIN SUSAH RAKYAT!!!!",5,2024-02-24 14:03:22,negatif,,
Aplikasi gagal kambing hitam anggota kpps,1,2024-02-24 13:45:41,negatif,,
Tidak membantu malah nyusahin,1,2024-02-24 13:24:48,negatif,,
Aplikasi pembohongan... Hanya buang2 uang negara.,1,2024-02-24 12:10:46,negatif,,
Gk ada fitur hapus,1,2024-02-24 11:54:42,negatif,,
sengaja download aplikasi pemecah bangsa hanya untuk bilang caonima.,1,2024-02-24 11:49:04,negatif,,
Aplikasi gagal,1,2024-02-24 11:42:07,negatif,,
"Apk yg tidak jelas tidak bisa jadi panutan, pembodohan publik",1,2024-02-24 11:18:31,negatif,,
Aplikasi pembodohan,1,2024-02-24 11:18:03,negatif,,
bagus,5,2024-02-24 10:39:45,positif,,
"Belum pernah daftar, disuruh sign in, tapi gak bisa daftar juga ANEH",1,2024-02-24 10:11:38,negatif,,
"HOIii,KALO UPDATE YANG BENAR , CPLANO PRESIDEN DAN WAKIL PRESIDEN HALAMAN 2, TIDAK BISA DI EDIT SESUAI CPLANO ASLI , KEMARIN HARI H BISA DI EDIT SEMUA ,SEKARANG KOK GA BISA DI EDIT,jgn jd apk hoax,parah ,pantesan paslon1 lsg nanjak ,di apk paslon 1 di lock 600an ,paslon 2 3 cuma 100an ,parah nich",1,2024-02-24 10:03:37,negatif,,
Ini developernya siapa ya.. kalau misal gak sanggup ngerjain projek sirekap jgn maksa di ambil projeknya... Nyusahin petugas lapangan.. aplikasi eror mulu,1,2024-02-24 09:21:58,negatif,,
Baru aja di buka udah hang lagi.sepertinya aplikasi ini belum siap dirilis deh,1,2024-02-24 09:03:48,negatif,,
App dontol,1,2024-02-24 08:21:21,negatif,,
Aplikasi GATOT,1,2024-02-24 06:50:24,negatif,,
Pret,1,2024-02-24 06:38:17,negatif,,
"Aplikasi cacat,aplikasi prematur,banyak bug ,banyak error, aplikasi tersampah yang pernah saya pake semenjak pake hp android,KPU pake nyalahin kpps banyak aplikasi nya aja cacat, upload satu foto susah nya mintak ampun,apa lagi pas pemilu 67 yang mau di upload,1 foto aja setelah berjam jam baru bisa id upload,Kadang gak bisa sama sekali,apa mungkin dana pembuatan aplikasi di korupsi sampai bisa aplikasi nya secacat sprematur ini,HELLO ini aplikasi buat negara EMANG BOLEH SECACAT INI APLIKASINYA",1,2024-02-24 06:28:17,negatif,,
Pemilunya sudah selesai ada update lagi sirekap aplikasi bikin orang pusing,1,2024-02-24 03:53:58,negatif,,
"Kalau bisa pilih bintang lebih baik tidak ada bintang, bukan tidak ingin meng apresiasi orang/developer ini. Tapi masa sih 5 tahun tidak bisa mengembangkan aplikasi tersebut apakah tidak ada Dana? atau Bagaimana? malahan membuatnya mendadak (22 Januari 2024) aneh banget, server kurang jadinyakan overload, dan banyak bug. Kalau ga niat buat jangan buat lah malah memusingkan orang-orang. Untuk tahun ini lebih baik ditutup dulu, perbanyak servernya biar Kami juga merasa nyaman sebagai pengguna. TY",1,2024-02-24 03:32:46,negatif,,
Tidak membantu sama sekali,1,2024-02-24 03:30:08,negatif,,
Aplikasi BAJINGAN TENAN,1,2024-02-24 03:04:30,negatif,,
Apk busuk....yang penting banyak yg download jadi cuan.,1,2024-02-24 02:42:59,negatif,,
Sudah santai hasil sudah masuk gara gara aplikasi ini dipanggil lagi karena harus foto hasil 😭😭😭😭😭😭,1,2024-02-24 02:31:41,negatif,,
Error' terus malah nyusahin kpps sampe tanggal 24 aja harus Poto lagi c Plano,1,2024-02-24 01:33:13,negatif,,
Cape bgt sm aplikasinya :(,1,2024-02-24 01:09:17,negatif,,
DAH LAH INI MAMANFAATKAN ANGGARAN AJA PROJECT DIGITALILASI PEMILU BODONG,1,2024-02-24 00:53:20,negatif,,
Setelah update ke versi 2.52 malah gagal login lagi.. Mohon disempurnakan lagi,1,2024-02-23 23:43:52,negatif,,
Si rekap anjjjjjjjjjjjjj bikin kesel petigasnya kmbg,1,2024-02-23 23:26:00,negatif,,
"Apk belum siap,kesan nya memaksakan. sering mental, tiba2 keluar sendiri, Kualitas gambar sering buram, upload lama, saran saya lebih baik bisa ambil foto di galeri, karna untuk proses foto nya aja lama banget, apa lagi upload pdf.",1,2024-02-23 19:34:37,negatif,,
