content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
"Tolong diperbaiki, aplikasi belum siap digunakan suruh pakai, mana pps suruh coba terus update ke si rekap. Intinya hasil sudh selesai, gak peduli dengan si rekap, gak bisa terus cape coba2 terus. Wassalam",1,2024-02-22 11:06:15,Negatif,,tolong diperbaiki aplikasi belum siap digunakan suruh pakai mana pps suruh coba terus update ke si rekap intinya hasil sudh selesai gak peduli dengan si rekap gak bisa terus cape coba2 terus wassalam,mohon diperbaiki aplikasi belum siap digunakan suruh pakai mana pps suruh coba terus update ke si rekap intinya hasil sudh selesai tidak peduli dengan si rekap tidak bisa terus cape coba2 terus wassalam,mohon diperbaiki aplikasi suruh pakai pps suruh coba update si rekap intinya hasil sudh selesai peduli si rekap cape coba2 wassalam,"['mohon', 'diperbaiki', 'aplikasi', 'suruh', 'pakai', 'pps', 'suruh', 'coba', 'update', 'si', 'rekap', 'intinya', 'hasil', 'sudh', 'selesai', 'peduli', 'si', 'rekap', 'cape', 'coba2', 'wassalam']",mohon baik aplikasi suruh pakai pps suruh coba update si rekap inti hasil sudh selesai peduli si rekap cape coba2 wassalam
Nol bensar,1,2024-02-22 10:48:02,Negatif,,nol bensar,nol bensar,nol bensar,"['nol', 'bensar']",nol bensar
Aplikasi tolol banyak bug Minim fitur,1,2024-02-22 10:41:03,Negatif,,aplikasi tolol banyak bug minim fitur,aplikasi tidak berguna banyak bug minim fitur,aplikasi berguna bug minim fitur,"['aplikasi', 'berguna', 'bug', 'minim', 'fitur']",aplikasi guna bug minim fitur
pas hari-h malah ga berfungsi,2,2024-02-22 10:28:07,Negatif,,pas harih malah ga berfungsi,saat harih malah tidak berfungsi,harih berfungsi,"['harih', 'berfungsi']",harih fungsi
"pas pemilu hanya sukses upload presiden dan dpr, yang lainnya loading lama.",1,2024-02-22 09:56:57,Negatif,,pas pemilu hanya sukses upload presiden dan dpr yang lainnya loading lama,saat pemilu hanya sukses upload presiden dan dpr yang lainnya loading lama,pemilu sukses upload presiden dpr loading,"['pemilu', 'sukses', 'upload', 'presiden', 'dpr', 'loading']",milu sukses upload presiden dpr loading
"Aplikasi nya jelek, pas pemilu pun masih error juga",1,2024-02-22 09:50:59,Negatif,,aplikasi nya jelek pas pemilu pun masih error juga,aplikasi nya buruk saat pemilu pun masih error juga,aplikasi nya buruk pemilu error,"['aplikasi', 'nya', 'buruk', 'pemilu', 'error']",aplikasi nya buruk milu error
"Harus diperbaiki terus, update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps /ppk & panwas, dan juga pps / ppk tidak bisa merubah terjaga hasil nya",2,2024-02-22 09:49:45,Negatif,,harus diperbaiki terus update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps ppk panwas dan juga pps ppk tidak bisa merubah terjaga hasil nya,harus diperbaiki terus update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps ppk panwas dan juga pps ppk tidak bisa merubah terjaga hasil nya,diperbaiki update poto hasil pemungutan suara tps terkunci dibuka izin pps ppk panwas pps ppk merubah terjaga hasil nya,"['diperbaiki', 'update', 'poto', 'hasil', 'pemungutan', 'suara', 'tps', 'terkunci', 'dibuka', 'izin', 'pps', 'ppk', 'panwas', 'pps', 'ppk', 'merubah', 'terjaga', 'hasil', 'nya']",baik update poto hasil mungut suara tps kunci buka izin pps ppk panwas pps ppk rubah jaga hasil nya
Belum siap pakai,1,2024-02-22 09:48:47,Negatif,,belum siap pakai,belum siap pakai,pakai,['pakai'],pakai
Oke,5,2024-02-22 09:31:08,Positif,,oke,oke,oke,['oke'],oke
Baik,4,2024-02-22 09:23:25,Positif,,baik,baik,,[],
Aplikasi gagunaaa,1,2024-02-22 08:54:34,Negatif,,aplikasi gagunaaa,aplikasi gagunaaa,aplikasi gagunaaa,"['aplikasi', 'gagunaaa']",aplikasi gagunaaa
Dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus ga selesai2,1,2024-02-22 08:12:42,Negatif,,dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus ga selesai2,dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus tidak selesai2,tampilan ok tpi lemot kebangetan salah baca angka foreclose ngulang foto trus selesai2,"['tampilan', 'ok', 'tpi', 'lemot', 'kebangetan', 'salah', 'baca', 'angka', 'foreclose', 'ngulang', 'foto', 'trus', 'selesai2']",tampil ok tpi lot banget salah baca angka foreclose ngulang foto trus selesai2
"Aplikasi gagal produk gagal jngan di gunakan buat hal yg sangat penting,",1,2024-02-22 08:11:00,Negatif,,aplikasi gagal produk gagal jngan di gunakan buat hal yg sangat penting,aplikasi gagal produk gagal jngan di gunakan untuk hal yang sangat penting,aplikasi gagal produk gagal jngan,"['aplikasi', 'gagal', 'produk', 'gagal', 'jngan']",aplikasi gagal produk gagal jngan
"Jangan salahkan si rekapnya, salahkan yang buat aplikasi, kenapa pada ppwp ga bisa di edit, di kira kpps yang curang, aneh bin ajaib😌, ga mau putaran ke dua, puteren dewe pakkk, sekian terimakasih",1,2024-02-22 07:34:31,Negatif,,jangan salahkan si rekapnya salahkan yang buat aplikasi kenapa pada ppwp ga bisa di edit di kira kpps yang curang aneh bin ajaib ga mau putaran ke dua puteren dewe pakkk sekian terimakasih,jangan salahkan si rekapnya salahkan yang untuk aplikasi kenapa pada ppwp tidak bisa di edit di kira kpps yang curang aneh bin ajaib tidak ingin putaran ke dua puteren dewe pakkk sekian terimakasih,salahkan si rekapnya salahkan aplikasi ppwp edit kpps curang aneh bin ajaib putaran puteren dewe pakkk sekian terimakasih,"['salahkan', 'si', 'rekapnya', 'salahkan', 'aplikasi', 'ppwp', 'edit', 'kpps', 'curang', 'aneh', 'bin', 'ajaib', 'putaran', 'puteren', 'dewe', 'pakkk', 'sekian', 'terimakasih']",salah si rekap salah aplikasi ppwp edit kpps curang aneh bin ajaib putar puteren dewe pakkk sekian terimakasih
"Curang, Curang, Kerja nya Curang kalau gk Curang gk bisa makan KPU-KPU Bubaaar Kalian",1,2024-02-22 07:33:29,Negatif,,curang curang kerja nya curang kalau gk curang gk bisa makan kpukpu bubaaar kalian,curang curang kerja nya curang kalau tidak curang tidak bisa makan kpukpu bubaaar kalian,curang curang kerja nya curang curang makan kpukpu bubaaar,"['curang', 'curang', 'kerja', 'nya', 'curang', 'curang', 'makan', 'kpukpu', 'bubaaar']",curang curang kerja nya curang curang makan kpukpu bubaaar
"Aplikasi belum layak, tolong di perbaiki",1,2024-02-22 07:21:26,Negatif,,aplikasi belum layak tolong di perbaiki,aplikasi belum layak mohon di perbaiki,aplikasi layak mohon perbaiki,"['aplikasi', 'layak', 'mohon', 'perbaiki']",aplikasi layak mohon baik
aplikasi murahan,1,2024-02-22 07:02:15,Negatif,,aplikasi murahan,aplikasi murahan,aplikasi murahan,"['aplikasi', 'murahan']",aplikasi murah
"HEBAT,!!!Mampu membuat se Indonesia RIBUT.",2,2024-02-22 06:53:26,Negatif,,hebatmampu membuat se indonesia ribut,hebatmampu membuat se indonesia ribut,hebatmampu indonesia ribut,"['hebatmampu', 'indonesia', 'ribut']",hebatmampu indonesia ribut
"Pesta Demokrasi tinggal menghitung hari, Aplikasi KPU versi Digitalisasi kurang MUMPUNI. Apakah saat pelaksanaan akan timbul banyak masalah di Server.? mengingat seluruh indonesia akan menggunakan Apk ini untuk Pesta Demokrasi.",1,2024-02-22 06:40:12,Negatif,,pesta demokrasi tinggal menghitung hari aplikasi kpu versi digitalisasi kurang mumpuni apakah saat pelaksanaan akan timbul banyak masalah di server mengingat seluruh indonesia akan menggunakan apk ini untuk pesta demokrasi,pesta demokrasi tinggal menghitung hari aplikasi kpu versi digitalisasi kurang mumpuni apakah saat pelaksanaan akan timbul banyak masalah di server mengingat seluruh indonesia akan menggunakan aplikasi ini untuk pesta demokrasi,pesta demokrasi tinggal menghitung aplikasi kpu versi digitalisasi mumpuni pelaksanaan timbul server indonesia aplikasi pesta demokrasi,"['pesta', 'demokrasi', 'tinggal', 'menghitung', 'aplikasi', 'kpu', 'versi', 'digitalisasi', 'mumpuni', 'pelaksanaan', 'timbul', 'server', 'indonesia', 'aplikasi', 'pesta', 'demokrasi']",pesta demokrasi tinggal hitung aplikasi kpu versi digitalisasi mumpuni laksana timbul server indonesia aplikasi pesta demokrasi
"aplikasi sering error, masa biat upload C-Hasil saja harus nunggu 5 hari, itu pun masih salah datanya. lain kali kalau apk belum siap, jangan dipaksa dipakai. kami yang jadi kpps pusing tau, udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh, jadinya kerja 2 kali kita. kenapa apk ini error? apakah anggarannya kurang?",1,2024-02-22 06:34:10,Negatif,,aplikasi sering error masa biat upload chasil saja harus nunggu 5 hari itu pun masih salah datanya lain kali kalau apk belum siap jangan dipaksa dipakai kami yang jadi kpps pusing tau udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh jadinya kerja 2 kali kita kenapa apk ini error apakah anggarannya kurang,aplikasi sering error masa biat upload chasil saja harus nunggu 5 hari itu pun masih salah datanya lain kali kalau aplikasi belum siap jangan dipaksa dipakai kami yang jadi kpps pusing tau sudah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh jadinya kerja 2 kali kita kenapa aplikasi ini error apakah anggarannya kurang,aplikasi error biat upload chasil nunggu 5 salah datanya kali aplikasi dipaksa dipakai kpps pusing tau penghitungan suara subuh ditambah aplikasi bodoh kerja 2 kali aplikasi error anggarannya,"['aplikasi', 'error', 'biat', 'upload', 'chasil', 'nunggu', '5', 'salah', 'datanya', 'kali', 'aplikasi', 'dipaksa', 'dipakai', 'kpps', 'pusing', 'tau', 'penghitungan', 'suara', 'subuh', 'ditambah', 'aplikasi', 'bodoh', 'kerja', '2', 'kali', 'aplikasi', 'error', 'anggarannya']",aplikasi error biat upload chasil nunggu 5 salah data kali aplikasi paksa pakai kpps pusing tau hitung suara subuh tambah aplikasi bodoh kerja 2 kali aplikasi error anggar
Belajar lagi buat aplikasi nasional biar tidak mentusahkan,1,2024-02-22 05:02:33,Negatif,,belajar lagi buat aplikasi nasional biar tidak mentusahkan,belajar lagi untuk aplikasi nasional biar tidak mentusahkan,belajar aplikasi nasional biar mentusahkan,"['belajar', 'aplikasi', 'nasional', 'biar', 'mentusahkan']",ajar aplikasi nasional biar mentusahkan
aplikasi butuh perbaikan,1,2024-02-22 05:02:19,Negatif,,aplikasi butuh perbaikan,aplikasi butuh perbaikan,aplikasi butuh perbaikan,"['aplikasi', 'butuh', 'perbaikan']",aplikasi butuh baik
Ini apk tidak baik MENURUT SAYA Bakal jadi problem bagi kpu karna mau masuk tidak bisa Di suruh masukan no NIK jg tidak bisa Trus mau nya si KPU APA?,1,2024-02-22 04:44:17,Negatif,,ini apk tidak baik menurut saya bakal jadi problem bagi kpu karna mau masuk tidak bisa di suruh masukan no nik jg tidak bisa trus mau nya si kpu apa,ini aplikasi tidak baik menurut saya bakal jadi problem bagi kpu karna ingin masuk tidak bisa di suruh masukan no nik jg tidak bisa trus ingin nya si kpu apa,aplikasi problem kpu karna masuk suruh masukan no nik jg trus nya si kpu,"['aplikasi', 'problem', 'kpu', 'karna', 'masuk', 'suruh', 'masukan', 'no', 'nik', 'jg', 'trus', 'nya', 'si', 'kpu']",aplikasi problem kpu karna masuk suruh masuk no nik jg trus nya si kpu
Ni sirekap kalah server nya sama Mobile Legend.1 Asia loh Mobil legend.gak ada Lag2 nya.,1,2024-02-22 04:38:03,Negatif,,ni sirekap kalah server nya sama mobile legend1 asia loh mobil legendgak ada lag2 nya,ni sirekap kalah server nya sama mobile legend1 asia loh mobil legendgak ada lag2 nya,ni sirekap kalah server nya mobile legend1 asia loh mobil legendgak lag2 nya,"['ni', 'sirekap', 'kalah', 'server', 'nya', 'mobile', 'legend1', 'asia', 'loh', 'mobil', 'legendgak', 'lag2', 'nya']",ni sirekap kalah server nya mobile legend1 asia loh mobil legendgak lag2 nya
"Sering eror, Merugikan kpps",1,2024-02-22 04:29:51,Negatif,,sering eror merugikan kpps,sering error merugikan kpps,error merugikan kpps,"['error', 'merugikan', 'kpps']",error rugi kpps
Mantap,5,2024-02-22 04:26:56,Positif,,mantap,mantap,mantap,['mantap'],mantap
Aplikasi nya jelek tidak ada sistem uang nya aku mau uang dengan sistem gacha,1,2024-02-22 04:12:55,Negatif,,aplikasi nya jelek tidak ada sistem uang nya aku mau uang dengan sistem gacha,aplikasi nya buruk tidak ada sistem uang nya aku ingin uang dengan sistem gacha,aplikasi nya buruk sistem uang nya uang sistem gacha,"['aplikasi', 'nya', 'buruk', 'sistem', 'uang', 'nya', 'uang', 'sistem', 'gacha']",aplikasi nya buruk sistem uang nya uang sistem gacha
"Apk yang sangat mudah, Sangat mudah di uninstall & tdk usah digunakan selamanya. RIBET & LEMOT. BINTANG SETENGAH SAJA KALO ADA.",1,2024-02-22 04:09:28,Negatif,,apk yang sangat mudah sangat mudah di uninstall tdk usah digunakan selamanya ribet lemot bintang setengah saja kalo ada,aplikasi yang sangat mudah sangat mudah di uninstall tidak usah digunakan selamanya ribet lemot bintang setengah saja kalau ada,aplikasi mudah mudah uninstall ribet lemot bintang,"['aplikasi', 'mudah', 'mudah', 'uninstall', 'ribet', 'lemot', 'bintang']",aplikasi mudah mudah uninstall ribet lot bintang
Aplikasi aneh..,1,2024-02-22 04:01:46,Negatif,,aplikasi aneh,aplikasi aneh,aplikasi aneh,"['aplikasi', 'aneh']",aplikasi aneh
"Aplikasi yg tidak jujur, menggelembungkan suara paslon 02 saja. Aplikasi sampah 👎",1,2024-02-22 03:54:46,Negatif,,aplikasi yg tidak jujur menggelembungkan suara paslon 02 saja aplikasi sampah,aplikasi yang tidak jujur menggelembungkan suara paslon 02 saja aplikasi sampah,aplikasi jujur menggelembungkan suara paslon 02 aplikasi sampah,"['aplikasi', 'jujur', 'menggelembungkan', 'suara', 'paslon', '02', 'aplikasi', 'sampah']",aplikasi jujur gelembung suara paslon 02 aplikasi sampah
Perbaiki lg sistem dan akhlak kalian,1,2024-02-22 03:40:32,Negatif,,perbaiki lg sistem dan akhlak kalian,perbaiki lg sistem dan akhlak kalian,perbaiki lg sistem akhlak,"['perbaiki', 'lg', 'sistem', 'akhlak']",baik lg sistem akhlak
"Apk belum siap tapi di paksakan ,kpps di salahin sama KPU lagi ,ttolol emang",1,2024-02-22 03:40:29,Negatif,,apk belum siap tapi di paksakan kpps di salahin sama kpu lagi ttolol emang,aplikasi belum siap tapi di paksakan kpps di salahin sama kpu lagi ttolol emang,aplikasi paksakan kpps salahin kpu ttolol emang,"['aplikasi', 'paksakan', 'kpps', 'salahin', 'kpu', 'ttolol', 'emang']",aplikasi paksa kpps salahin kpu ttolol emang
Belum layak,1,2024-02-22 03:33:26,Negatif,,belum layak,belum layak,layak,['layak'],layak
"Aplikasi kacau, jika memang elor system kenapa angka yang menggelembung hanya kepada paslon urut tertentu, dan konyolnya untuk pres gak bisa diedit/revisi dengan c hasil asli. Per tps max 300 orang setidakbya ada batasan max di app 300 agar tidak ada penggelembungan data sampai 969 angkanya kan jadi lucu. Menurut saya biarkanlan app diaudit dan diperbaiki oleh lembaga inden jika memang Kpu ingin transparan dan untuk mengembalikan kepercayaan masyarakat.",1,2024-02-22 03:10:54,Negatif,,aplikasi kacau jika memang elor system kenapa angka yang menggelembung hanya kepada paslon urut tertentu dan konyolnya untuk pres gak bisa dieditrevisi dengan c hasil asli per tps max 300 orang setidakbya ada batasan max di app 300 agar tidak ada penggelembungan data sampai 969 angkanya kan jadi lucu menurut saya biarkanlan app diaudit dan diperbaiki oleh lembaga inden jika memang kpu ingin transparan dan untuk mengembalikan kepercayaan masyarakat,aplikasi kacau jika memang elor system kenapa angka yang menggelembung hanya kepada paslon urut tertentu dan konyolnya untuk pres tidak bisa dieditrevisi dengan c hasil asli per tps max 300 orang setidakbya ada batasan max di app 300 agar tidak ada penggelembungan data sampai 969 angkanya kan jadi lucu menurut saya biarkanlan app diaudit dan diperbaiki oleh lembaga inden jika memang kpu ingin transparan dan untuk mengembalikan kepercayaan masyarakat,aplikasi kacau elor system angka menggelembung paslon urut konyolnya pres dieditrevisi c hasil asli tps max 300 orang setidakbya batasan max app 300 penggelembungan data 969 angkanya lucu biarkanlan app diaudit diperbaiki lembaga inden kpu transparan mengembalikan kepercayaan masyarakat,"['aplikasi', 'kacau', 'elor', 'system', 'angka', 'menggelembung', 'paslon', 'urut', 'konyolnya', 'pres', 'dieditrevisi', 'c', 'hasil', 'asli', 'tps', 'max', '300', 'orang', 'setidakbya', 'batasan', 'max', 'app', '300', 'penggelembungan', 'data', '969', 'angkanya', 'lucu', 'biarkanlan', 'app', 'diaudit', 'diperbaiki', 'lembaga', 'inden', 'kpu', 'transparan', 'mengembalikan', 'kepercayaan', 'masyarakat']",aplikasi kacau elor system angka gelembung paslon urut konyol pres dieditrevisi c hasil asli tps max 300 orang setidakbya batas max app 300 gelembung data 969 angka lucu biarkanlan app audit baik lembaga inden kpu transparan kembali percaya masyarakat
"Sampai hari ini kunci dokumen cuma muter2,,,ada satu yg berhasil tp ketika unggah berkas close app",1,2024-02-22 03:09:06,Negatif,,sampai hari ini kunci dokumen cuma muter2ada satu yg berhasil tp ketika unggah berkas close app,sampai hari ini kunci dokumen cuma muter2ada satu yang berhasil tp ketika unggah berkas close app,kunci dokumen muter2ada berhasil tp unggah berkas close app,"['kunci', 'dokumen', 'muter2ada', 'berhasil', 'tp', 'unggah', 'berkas', 'close', 'app']",kunci dokumen muter2ada hasil tp unggah berkas close app
Ruwet.....,1,2024-02-22 03:06:28,Negatif,,ruwet,ruwet,ruwet,['ruwet'],ruwet
Gagal mulu,1,2024-02-22 02:51:16,Negatif,,gagal mulu,gagal mulu,gagal mulu,"['gagal', 'mulu']",gagal mulu
Aplikasi belum siap dipakai sirver eror mulu,1,2024-02-22 02:50:51,Negatif,,aplikasi belum siap dipakai sirver eror mulu,aplikasi belum siap dipakai sirver error mulu,aplikasi dipakai sirver error mulu,"['aplikasi', 'dipakai', 'sirver', 'error', 'mulu']",aplikasi pakai sirver error mulu
"Ngelag, server down gabisa dipake dan sering fore close sendiri. Bosok",1,2024-02-22 02:33:26,Negatif,,ngelag server down gabisa dipake dan sering fore close sendiri bosok,ngelag server down gabisa dipake dan sering fore close sendiri bosok,ngelag server down gabisa dipake fore close bosok,"['ngelag', 'server', 'down', 'gabisa', 'dipake', 'fore', 'close', 'bosok']",ngelag server down gabisa dipake fore close bosok
🥱,1,2024-02-22 02:15:37,Negatif,,,,,[],
"Woi KPU klau aplikasi masih banyak galatnya jangan kau buat jadi aplikasi nasional utk pemilu, malu-maluin aja, jangan kau buat gaduh masyarakat, stopkan aja aplikasinya",1,2024-02-22 02:07:16,Negatif,,woi kpu klau aplikasi masih banyak galatnya jangan kau buat jadi aplikasi nasional utk pemilu malumaluin aja jangan kau buat gaduh masyarakat stopkan aja aplikasinya,woi kpu klau aplikasi masih banyak galatnya jangan kau untuk jadi aplikasi nasional utk pemilu malumaluin saja jangan kau untuk gaduh masyarakat stopkan saja aplikasinya,woi kpu klau aplikasi galatnya kau aplikasi nasional utk pemilu malumaluin kau gaduh masyarakat stopkan aplikasinya,"['woi', 'kpu', 'klau', 'aplikasi', 'galatnya', 'kau', 'aplikasi', 'nasional', 'utk', 'pemilu', 'malumaluin', 'kau', 'gaduh', 'masyarakat', 'stopkan', 'aplikasinya']",woi kpu klau aplikasi galat kau aplikasi nasional utk milu malumaluin kau gaduh masyarakat stop aplikasi
