content,score,at,label
"Katanya bisa offline, tapi saat di gunakan malah jadi ga jelas dan ga bisa di pake. kamera aplikasi juga tergolong burik, mau pake kamera bawaan hp tapi fotonya ga bisa di masukkan di aplikasi, padahal hasil foto kamera lebih jernih dan jelas. Hasil camera aplikasi malah ga terbaca.",1,2024-02-17T16:01:02,Negatif
Aplikasi sangat berbahaya dan tidak sesuai dengan data di input,1,2024-02-17T15:57:02,Negatif
Aplikasi gk jelas,1,2024-02-17T15:53:18,Negatif
Ok.sangat membantu,5,2024-02-17T15:52:52,Positif
Mantaaap,5,2024-02-17T15:48:15,Positif
SIREKAP BIKIN PEMILU BERDARAH DARAH,1,2024-02-17T15:46:27,Negatif
Tidak Bisa Daftar,1,2024-02-17T15:45:23,Negatif
APK KNTL,1,2024-02-17T15:38:29,Negatif
Sangat mengecewakan sekali. Kok bisa giliran hari H server down dan baru bisa di pake pas H+1 tengah malam dan itupun masih sangat lelet.,1,2024-02-17T15:31:02,Negatif
Buset ampas banget nieh aplikasi atau emang kesengajaan,1,2024-02-17T15:21:38,Negatif
Payah,1,2024-02-17T15:12:23,Negatif
"Kalo kunci data pasti ngeload lama banget. Tolong lah diperbaiki sistemnya biar lancar saat kunci data, jadi cepat dapet chasilnya",2,2024-02-17T15:10:14,Negatif
"NYUSAIN COK , SERVER DOWN MULU LAIN KALI BIKIN APK YG BENER TOD",1,2024-02-17T15:04:59,Negatif
"PENYELENGGARA TOLO, DIKATA PEMILIHAN PRESIDEN BUAT UJI COBA AMNJINK, OTAK2 PEJABAT PPG SIYALAN",1,2024-02-17T15:03:13,Negatif
"Program dengan alokasi anggaran dari pemerintah biasanya gede itungab eM-eM an... Tp hasilnya sekelas tugas semesteran... Kerenkan? Otak-atik dadakan ala Sangkuriang, detik-detik ngitung suara kacau dah",1,2024-02-17T15:03:05,Negatif
"Dioptimalkan kembali ini aplikasi, bahaya kalau misalnya ada miss data.",5,2024-02-17T15:03:04,Netral
Banyak kekurangannya. Andaikan foto bisa di ambil lewat galeri. Kan gak pakai lama fotonya. Foto 1x masih proses sudah keluar APK. 1 foto lampiran pertama aja 100kali fotonya. Kerjanya bukan buat foto aja kita ini,1,2024-02-17T15:02:37,Negatif
Perbaiki servernya dulu,1,2024-02-17T15:01:14,Negatif
"Server lemah, kemampuan membaca angka krg akurat, byk petugas kpps tdk sempat edit saking percayanya dgn aplikasi ini, krn waktu bimtek bagus, stlh dikirim baru sadar klau data yg dikirim salah & sdh tdk bisa di edit lagi padahal blm di kunci, Krn server lemah saat penghit. suara kpps byk yg cuma menfoto tblm mengirim, krn foto sdh centang hijau dianggap aman, rencana akan dikirim bsk, saat server kuat, ternyata pas dikirim fotonya gagal dibaca apk ini, disuruh foto lagi, sdg plano sdh dikumpul",1,2024-02-17T14:58:47,Negatif
Jelek,1,2024-02-17T14:57:58,Negatif
iso bikin apliksi ora cuk,1,2024-02-17T14:56:56,Negatif
"Kamera jelek tidak bisa HD kayak kamera jadul, tidak bisa mendeteksi angka, aplikasi nya susah di pakai lemot tingkat dewa. Intinya kameranya tidak patut digunakan. Mungkin bisa di revisi untuk pemilu-pemilu selanjutnya. Pencahayaan harus pakai sokle kah baru bisa terbaca, Aplikasi nya tolol",1,2024-02-17T14:53:11,Negatif
"Bugnya parah. Di TPS rata2 DPT 300, tapi kok bisa input total 180*** suara. Logicnya tidak masuk, seharusnya kalo salah input tidak bisa diupload. Minimal dikasih warning/alert biar petugas data entry-nya bisa koreksi.",1,2024-02-17T14:52:20,Negatif
"menyusahkan kpps, terimakasih sudah membuat kami kesusahan",1,2024-02-17T14:48:15,Negatif
"Yang kalah kalah aja ga usah protes,pake nyerang rating bawah untuk apk ini,all in Prabowo ✌️😁.",5,2024-02-17T14:46:59,Netral
Sangat sangat buruk,1,2024-02-17T14:46:44,Negatif
Aplikasi semrawut🤕,1,2024-02-17T14:42:22,Negatif
"Modal dikit napa !! Aplikasi sampah kaya gini, kalah sama game anak² 🤔",1,2024-02-17T14:37:11,Negatif
Kenapa tidak bisa di akses,1,2024-02-17T14:36:25,Negatif
"Aplikasi yang sangat menyusahkan pas hari H server down tidak sempat memfoto dengan baik , al hasil setelah kotak suara sudah dikirm ke kecamatan membongkar lagi dikira sudah tidak terpakai aplikasinya.karena hari H down",1,2024-02-17T14:34:34,Negatif
Joba buka mantau si rekap,5,2024-02-17T14:25:41,Netral
Sangat menyusahkan,1,2024-02-17T14:19:04,Negatif
Sistem belum siap bikin capek aja,1,2024-02-17T14:18:38,Negatif
Hoammm,1,2024-02-17T14:16:01,Negatif
Error parah... Tidak bisa di pakai,1,2024-02-17T14:15:16,Negatif
"Kerja 5 tahun sekali aja masih kaga bener. Percuma lu pada di gaji tapi ga ada gunanya. Gw download cuma mau ngasih bd rating doang, abis itu gw delete lagi.",1,2024-02-17T13:54:36,Negatif
Sukses,5,2024-02-17T13:54:32,Positif
Sudah kuduga lemot juga,1,2024-02-17T13:53:25,Negatif
"Sepanjang pemilihan umum capres, ini pemilu yg terburuk yg dipertontonkan publik, dulu, semua capres di undang KPU untuk menyaksikan repaitulasi suara dan menerima kritik serta mengoreksi jika ada kekurangan. Sekarang ga ada, KPU menutup diri, sperti ada yg disembunyikan. aplikasi sekelas nasional kualitas sampah.",1,2024-02-17T13:45:00,Negatif
👎👎,1,2024-02-17T13:43:21,Negatif
Aplikasi kecurangan 02,1,2024-02-17T13:41:58,Negatif
"cara buka aplikasinya gimana yaa?? udah download tapi ga bisa masuk, cuma ada menu masuk, tapi ga bisa masuk2, tidak ada menu daftar juga",1,2024-02-17T13:39:12,Negatif
Ga bisa log in,1,2024-02-17T13:34:57,Negatif
"Apk ga jelas,asal jadi. nyusah2in orang aja",1,2024-02-17T13:26:04,Negatif
gak bisa berkata2 dengan aplikasi ini.. bukan makin cepet malah makin buat susah,1,2024-02-17T13:24:17,Negatif
Aplikasi apa ini kesalahan nya banyak dan hanya menggelembungkan capres 02 sedangkan capres lain berkurang... Aneeeehhhh,1,2024-02-17T13:22:51,Negatif
Mudah mudahan ada perbaikan lagi,4,2024-02-17T13:21:15,Netral
Kami tidak tahu bagaimana cara bukanya ini aplikasi,2,2024-02-17T13:18:06,Negatif
kenapa harus pakai sirekap padahal hanya menjadi penyebab lamanya proses penghitungan suara di pemilu Rabu 14 februari 2024.maba kami di menyelesaikan laporan lewat sirekap padahal.nggak aplikasinya nggak bisa di paki,1,2024-02-17T13:17:47,Negatif
"Saran! -Kalau bisa di tambahin fitur ambil gambar dari galeri supaya jelas. -zoom kamera seperti 0,5. Buat 1 aja lah Semoga terlaksana pemilu selanjutnya",3,2024-02-17T13:12:52,Netral
Buruk sekali aplikasi kpu ini,1,2024-02-17T13:10:21,Negatif
hp bagus di aplikasi ini gak ada gunanya ngebuat foto jafi blur,1,2024-02-17T13:08:00,Negatif
Anggaran triliunan tapi aplikasi ancor,1,2024-02-17T13:04:05,Negatif
"Camera jelek, tidak bisa scan dengan jelas. Kalo tau gini gausah pake aplikasi lah. Ini malah menyusahkan petugas, enak yg diatas tinggal nunggu data. Tapi kami yg bertugas sangat kacau, product gagal",1,2024-02-17T13:03:06,Negatif
Minimal maintance kalo salah input kalah sama situs slot🤣,1,2024-02-17T13:02:01,Negatif
tidak akurat,1,2024-02-17T13:00:04,Negatif
Aplikasi perusak negara,1,2024-02-17T12:55:54,Negatif
Sekelas acara buat Pilpres aplikasinya kaya begini🤣,1,2024-02-17T12:54:17,Negatif
"Aplikasi masih blm siap digunakan, semakin mempersulit pengguna",2,2024-02-17T12:51:20,Negatif
Aplikasi sering error,1,2024-02-17T12:50:16,Negatif
Masa ngga ada fitur lupa password. Bener2 nyusahin,1,2024-02-17T12:49:42,Negatif
Aplikasi asuuuu,1,2024-02-17T12:47:34,Negatif
Aplikasi GK guna. Malah menyusahkan petugas kpps.,1,2024-02-17T12:46:03,Negatif
Aplikasi lembaga negara kenapa seperti tidak ada profesionalitas dan seperti tidak ada netralitas nya???,1,2024-02-17T12:42:46,Negatif
"Sangat buruk sekali !!! Apk ini Sudah diseting untuk memenangkan paslon yang diusung pemerintah, rezim terkotor sepanjang sejarah kemerdekaan Indonesia",1,2024-02-17T12:38:38,Negatif
Baik,5,2024-02-17T12:37:45,Positif
Penasaran sama pemberitaan gaduh sirekap ternyata login ga bisa gimana mau bintang 5,1,2024-02-17T12:24:25,Negatif
Jelek apk ribet,1,2024-02-17T12:22:26,Negatif
sampah,1,2024-02-17T12:18:21,Negatif
Aplikasi terburuk sepanjang masa.,1,2024-02-17T12:11:33,Negatif
aplikasi menyusahkan,1,2024-02-17T12:11:02,Negatif
"Aplikasi sangat tidak memudahkan pengguna nya, minta tolong untuk mobile developer nya apk nya untuk di perbaiki, saran untuk pengambilan foto sebaiknya menggunakan dalam bentuk pdf, karna kertas plongko itu tidak kecil dan pengerjaan nya pasti malam, jika diubah menjadi pdf pasti bisa di zoom sampai akar2nya. Ini sangat tidak memudahkan pengguna.",1,2024-02-17T12:05:57,Negatif
Aplikasi Amburadul,1,2024-02-17T12:05:19,Negatif
"Sy beri rating 4 bintang sbg bentuk apresiasi. Aplikasi ini blm bisa bekerja maksimal terutama ketika proses membaca / menganalisis foto form c hasil plano yg kita upload sangat2 lama sekali, Sampai 5 hr setelah tgl pemilu masih blm selesai proses. Sehingga kita tdk bisa mengunci dan membuat dokumen c hasil. Sy berharap kedepannya bisa lebih baik terutama dlm daya dan kapasitas servernya.",4,2024-02-17T12:02:30,Netral
Semoga makin baik,5,2024-02-17T12:01:54,Positif
"Dengan adanya sirekap, ekspetasi penghitungan suara akan lebih cepat dan mudah Tapi realitanya tidak sesuai ekspetasi, malah mempersulit dan memperlambat. Semoga bisa diperbaiki agar 5taun kedepan bisa digunakan dengan optimal",2,2024-02-17T11:47:45,Negatif
Aplikasi yang tidak layak digunakan,1,2024-02-17T11:44:44,Negatif
Sangat di sayangkan.. KURANG BERMUTU. ORA JELAS BLAS.,1,2024-02-17T11:42:56,Negatif
Aplikasi buruk sekali,1,2024-02-17T11:35:31,Negatif
"Untuk developer mohon maaf nih aplikasinya masih bobrok sekali, 1. Server sering down ( sepertinya anggarannya kurang banyak kah buat isi dompet? ), 2. Kamera dari aplikasi gk bisa di buat fokus manual + gada fitur flash padahal untuk penghitungan bisa sampai malam hari sehingga kualitas foto sangat jelek, 3. Uji kelayakan minimal 1 tahun-1 bulan sebelum pemilu kek supaya kpps tidak terbeban i waktu hari H karena sudah kurang tidur tetapi juga harus mengisi di aplikasi yang masih bobrok",1,2024-02-17T11:31:40,Negatif
lama bangett terverifikasi nyaa,1,2024-02-17T11:29:41,Negatif
Aplikasi sekelas anak PAUD kok digunakan untuk hajatan sekelas pemilu nasional. Tolong KPK usut tuntas penggunaan dananya.,1,2024-02-17T11:29:36,Negatif
Tak bisa daftar Hanya ada tulisan log in,2,2024-02-17T11:27:58,Negatif
Aplikasi menyusahkan banget,3,2024-02-17T11:25:41,Negatif
helehhh.,1,2024-02-17T11:23:39,Negatif
buruk,1,2024-02-17T11:22:00,Negatif
SiRekap mempermudah X Sirekap mempersulit✓,1,2024-02-17T11:20:31,Negatif
Kami rakyat biasa tidak akses masuk hanya utk mengecek data saja...,1,2024-02-17T11:14:28,Negatif
Bukan mempermudah malah mempersulit kami sbngai pelaksana lapangan,1,2024-02-17T11:11:58,Negatif
Aplikasi busuk,1,2024-02-17T11:11:39,Negatif
aplikasi yang membuat operator sirekap pusing sendiri! kamera tidak ada flash dan resolusi masih rendah. lemottnyaa bukan mainn kaloo digunakan bersamaaan.,1,2024-02-17T11:09:07,Negatif
ada apa yaa..??,3,2024-02-17T11:08:54,Negatif
menyusahkan,1,2024-02-17T11:07:44,Negatif
Aplikasi bapuk nek ra niat rasah nggo sirekap cokkkkk su gatel,1,2024-02-17T11:07:24,Negatif
Akurat dan terpercaya,5,2024-02-17T11:04:39,Positif
Aplikasi qontol,2,2024-02-17T10:54:04,Negatif
APLIKASI BUSUKK!!! AMPASS!! SAMPAH!! LAKNAATT!!!,1,2024-02-17T10:53:45,Negatif
Aplikasi bapuk dipakai,1,2024-02-17T10:51:51,Negatif
Aplikasi yang sangat buruk,1,2024-02-17T10:49:54,Negatif
Bagus,2,2024-02-17T10:47:03,Positif
Menyusahkan,1,2024-02-17T10:45:29,Negatif
Job not completely,1,2024-02-17T10:44:41,Negatif
Benahi lagi sistemnya,1,2024-02-17T10:43:51,Negatif
Aplikasi tolol yg buat nya antek jokowi,1,2024-02-17T10:40:57,Negatif
Sulit sekali masuk ke sirekap,5,2024-02-17T10:40:29,Negatif
Saya sangat butuhkan informasi pemilu yang akurat,1,2024-02-17T10:39:17,Negatif
"Aplikasi yang dipersiapkan untuk kepentingan kekuasaan dinasti, admin/ operatornya wajib menuruti kemauan yang berkepentingan,,, sangat menjijikan 🤮🤮🤮🤮🤮 👎👎👎👎👎👎👎👎👎",1,2024-02-17T10:36:59,Negatif
Aplikasi bikin emosi,1,2024-02-17T10:36:48,Negatif
Aplikasi negara masa susah bgt upload...padahal cuma photo..gimana yang di upload video. Yang resolusinya lebih tinggi. Dan kenapa ga di batasi setiap TPS jumlahnya sesuai DPT yah lebih dikit dari DPT untuk DPTB dll. Fillnya bisa ribuan..wah kacau.,1,2024-02-17T10:36:22,Negatif
Ok,5,2024-02-17T10:34:41,Netral
aplikasi mempersulit hidup,1,2024-02-17T10:33:00,Negatif
"Aplikasi terbaik, sangat berguna, tidak ada bugnya, tidak force close, dan upload data selalu lancar tanpa halangan. Terimakasih sirekap, kamu sangat membantu dan mempermudah pekerjaan KPPS🙏🏻🙏🏻☺️",1,2024-02-17T10:31:53,Negatif
"bukannya terbantu dengan aplikasi, malah tambah meribetkan, buat upload gak bisa!",1,2024-02-17T10:30:46,Negatif
Ok,5,2024-02-17T10:25:35,Netral
Banyak bug dan sering error servernya,1,2024-02-17T10:24:17,Negatif
Aplikasi taikkk,1,2024-02-17T10:22:46,Negatif
Kalo belum mampu nggak usah dipaksain,1,2024-02-17T10:22:34,Negatif
Aplikasi ga mutu banyak error nya g bisa di pake buat suara rakyat bisa nya buat suara kaum ghoib,1,2024-02-17T10:21:04,Negatif
Bagusga aplikasi ini,5,2024-02-17T10:20:36,Positif
"Bukan Membantu, Malah Menyusahkan",1,2024-02-17T10:18:43,Negatif
"tidak bs di yakini,hanya membuat gaduh para pedukung paslon,yg berwenang wajib memperbaiki kmbali",1,2024-02-17T10:17:55,Negatif
Gak bisa dibuka,1,2024-02-17T10:10:29,Negatif
Payah aplikasi nya.. begitu mengirim foto C1 selesai terus mau menulis jumlah hasil suara nya menggunakan angka tidak bisa diubah soalnya sudah dari aplikasi si rekap nya memenangkan Paslon tertentu,1,2024-02-17T10:10:20,Negatif
Aplikasi yang menyusahkan orang!!!!,1,2024-02-17T10:09:49,Negatif
Aplikasi opo iki,1,2024-02-17T10:09:48,Negatif
"Aplikasi itu di buat untuk memudahkan, bukan merepotkan",1,2024-02-17T10:04:32,Negatif
Next bikin aplikasi yg bagus lg,1,2024-02-17T10:00:12,Negatif
Aplikasi cacat tidak layak pakai saya kasih nilai -11 dari 100 karna emang setidak berguna itu aplikasinya,1,2024-02-17T09:57:49,Negatif
buruk,1,2024-02-17T09:56:47,Negatif
"Tolong untuk KPU Pusat ,kalau mau bikin Aplikasi ,dan servernya harus stabil Jangan Jadi Susab begini ,mending pake hitungan langsung",1,2024-02-17T09:52:56,Negatif
"Aplikasi penyebar kebencian, pemecah belah bangsa. Kalo belum siap, jangan dulu di rilis. Bikin susah aja yang make. Lucu",1,2024-02-17T09:48:04,Negatif
"Aw ,mau koment takut...",1,2024-02-17T09:47:45,Negatif
Aplikasi ngaco....,1,2024-02-17T09:42:50,Negatif
Apk sirekap ini Perhitungan nya kurang akurat seharusnya aplikasi ini di cek atau di perbaiki sebelum di gunakan di TPS dan alhasil TPS kami malah di amuk warga dan di telpon oleh polres untuk mengklarifikasi padahal itu kesalahan dari sistem sirekap nya bukan kecurangan TPS kami !!. Saya malah merasa harga diri saya hilang karena kesalahan sistem aplikasi ini dan merasa nyesal jadi anggota KPPS,1,2024-02-17T09:41:23,Negatif
Sya memberikan 1 bintang Karena aplikasi sering Eror,1,2024-02-17T09:33:51,Negatif
"2019 saat hari perhitungan suara server down, 2024 ternyata sama aja.. Tolong lah sekelas KPU RI buat aplikasi yg bagus dong, bukan nya mempermudah tp mempersulit.. Di fitur kamera dikasih flash biar tidak kerepotan kalo scan pas malam hari..",1,2024-02-17T09:09:53,Negatif
"Aplikasi paling buruk sepanjang sejarah, banyak penggelembungan suara disana",1,2024-02-17T09:09:15,Negatif
Sangat tidak mudah digunakan,1,2024-02-17T08:58:21,Negatif
Aplikasinya belum memadai.,1,2024-02-17T08:56:56,Negatif
Aplikasi gak jelas,1,2024-02-17T08:55:53,Negatif
"Aplikasi cacat ..... ""Harap tunggu beberapa saat ????"" Udh 3 hari upload foto ga ada perkembangan. Saya selesai perhitungn manual jam 21.00 wib tp gegara aplikasi ini.... nginep d tps sampe subuh Sampe saat ini pun fto belum terunggah... Mnding gausah pake aplikasi",1,2024-02-17T08:52:19,Negatif
"Sangat banyak kekurangan, aplikasi yang tujuannya untuk memudahkan malah lebih mempersulit. Pembacaan angka banyak salah, terutama X sering dibaca 8. Kemudian untuk aplikasi yang sepenting ini, tidak ada opsi untuk mengedit saksi, pps, panwas, waktu pemungutan, dan juga waktu perhitungan. Jika salah mengisi, maka tidak ada jalan kembali, kecuali direset langsung dari pusat",1,2024-02-17T08:47:48,Negatif
Kacau Data Total Suara yang Di peroleh Oleh salah satu Paslon tidak sesuai dengan Data Yang Ada di Form C1. Ini sengaja atau Bagaimana. Minta maaf bukan Solusi pak. perlu di audit Baik2 ini.,1,2024-02-17T08:47:24,Negatif
Aplikasi sampah,1,2024-02-17T08:45:21,Negatif
"Aplikasi buruk, pembodohan rakyat",1,2024-02-17T08:31:05,Negatif
Apk busuk,1,2024-02-17T08:30:27,Negatif
Aplikasi curang. Memalukan. Masa negara sebesar ini bikin aplikasi tidak berguna seperti ini.,1,2024-02-17T08:30:05,Negatif
"aplikasi paling jelek yg pernah saya download, masih menggunakan fitur dan program yang tidak kekinian dan bsa terhitung jadul membuat aplikasi tetapi malah menyusahkan untuk pengguna sekaligus malah membuat ambigu"" d masyarakat karena kesalahan sistem",1,2024-02-17T08:22:25,Negatif
Apk brengsekkkk tkg tipu,1,2024-02-17T08:16:59,Negatif
Operator yg jadi tumbal......aplikasi belum layak pakai tapi dipaksakan....parah c hasil uda kelar dari sore hari tapi karena sirekap eror sampai skrg maka menghambat dan menyusahkan,1,2024-02-17T08:11:57,Negatif
Perbaiki lagi,1,2024-02-17T08:09:29,Negatif
Di kasih Bintang satu sudah d bilang bagus.,1,2024-02-17T08:01:27,Negatif
"Bukan, memudahkan malah menyusahkan KPPS, PPS dan PPK 😭",1,2024-02-17T07:59:56,Negatif
"Woy kelimpiau, gak bisa kerja lu ya. Curang mulu 😂",1,2024-02-17T07:53:12,Negatif
gokil,5,2024-02-17T07:50:29,Negatif
"Tipu-tipu?. Kl Error atau human error, knapa penambahan suara ke 02 terus, penambahan nya pun gila2an, melebih kapasitas jumlah suara di TPS. Error nya SANGAT BANYAK. Sengaja?",1,2024-02-17T07:42:26,Negatif
Payah...,1,2024-02-17T07:42:24,Negatif
"Aplikasi masih percobaan,,,di kasih waktu sehari ya gak cukup. Prosesnya saja dah 3 hari belum tau di tolak apa gagal.",1,2024-02-17T07:40:19,Negatif
"Perlu banyak perbaikan, baik membaca angka huruf dan khususnya server agar tidak menjadi penghambat pekerjaan",1,2024-02-17T07:36:01,Negatif
GK bisa di download sama sekali,1,2024-02-17T07:32:44,Negatif
Katanya udah pakai teknologi IA.TPI kerjanya lebih pea dari ODGJ. Masa suara 84. Jadi 846..cok.anggaran milyaran tpi kerjanya kaya anak SMK magang. Ga ngotak bener .,1,2024-02-17T07:32:21,Negatif
kpu harus ganti it,1,2024-02-17T07:31:03,Negatif
Curang,1,2024-02-17T07:30:50,Negatif
"Bikin aplikasi nasional di tes dulu yang bener lah, malu""in aja aplikasi sekelas nasional input data pemilu 2024 aja gak becus & ngawur! 😮‍💨",1,2024-02-17T07:28:17,Negatif
Mohon maap ini aplikasi harus banyak perbaikan lagi,1,2024-02-17T07:27:31,Negatif
Aplikasi biang kerok.,1,2024-02-17T07:22:12,Negatif
BURUK BIKIN KERJA TAMBAH SUSAH+NYUSAHIN,1,2024-02-17T07:20:35,Negatif
Bagus berjalan lancar,4,2024-02-17T07:17:30,Positif
"Di dunia ini tidak ada sempurna, entah itu manusia maupun ciptaan manusia. Tapi, lu ngotak dikit dong, kebanyakan buruknya daripada fungsinya 🤡",1,2024-02-17T07:13:40,Negatif
APK yg makin memperlambat kerja petugas KPPS,1,2024-02-17T07:12:43,Negatif
makanya suara bowo melambung tinggi. mungkin juga kpu terbeli juga seperti masyarakat kebawa dengan nilai 300rb perorang. . masarakat 300 mungkin kpu 300 milyard. indonesia makin bobrok,1,2024-02-17T07:10:53,Negatif
Mantap,5,2024-02-17T07:08:53,Positif
"Aplikasi menyusahkan,, gara"" aplikasi ini semua data di HP sy error dan terhapus semua 😭 Masukan untuk si pembuat aplikasi, tolong matangkan dlu aplikasinya baru action.. HP kami Jd percobaan untuk aplikasi yg sia""..",1,2024-02-17T07:08:13,Negatif
