content,score,at,label,Unnamed: 0
"Kalo emang g bisa buat aplikasi jgn dipaksain kami yg di bawah ppk, pps, kpps menggunakan aplikasi yg bobrok. Pemerintah jgn gengsi buat gandeng swasta terkait aplikasi². Kok ya g pernah belajar dari kesalahan. Kalo sampek kpu ri masih menyalahkan adhoc terkait klirunya update data, semoga rakyat g ada yg minat lagi menjadi badan adhoc.",1,2024-03-03 12:05:07,Negatif,
"Aplikasi jelek,nyusahin aja lu",1,2024-03-03 10:37:52,Negatif,
Bagus,5,2024-03-03 06:12:54,Positif,
"Silakan aktifkan kunci layar untuk membuka aplikasi. Sudah, tapi tetap tidak bisa.",1,2024-03-03 05:11:40,Negatif,
Aplikasi trmsk APK 02,1,2024-03-03 03:09:15,Negatif,
"Seller responsif, barang juga sesuai dengan deskripsi, kurir sat-set.. mantap lah pokoknya. semoga awet.",1,2024-03-02 17:34:40,Negatif,
Aplikasi bapuk,1,2024-03-02 16:38:07,Negatif,
Sampah,1,2024-03-02 14:53:34,Negatif,
Biar Bintang yang menerangkan 😐,1,2024-03-02 11:30:18,Negatif,
Mantab,5,2024-03-02 10:27:11,Positif,
Lebih baik app buatan orang rumahan dr pd buatan pemerintah,1,2024-03-02 08:41:25,Negatif,
anjay msyarakat boasa nda bisa axses,1,2024-03-02 03:09:17,Negatif,
aplikasi penggelembungan suara,1,2024-03-02 02:31:50,Negatif,
Aplikasi pantekk,1,2024-03-01 13:49:22,Negatif,
Aplikasi ngabisin uang rakyat. Errornya bukan maen,1,2024-03-01 09:56:49,Negatif,
"Made in pemerintah dari dulu gini mulu ya. Minusnya ga bisa auto focus (fitur utama sebuah aplikasi yang menggunakan kamera), ga bisa menyalakan flash (fitur tambahan untuk memperjelas objek foto), ga bisa pake foto di galeri (fitur tambahan jika minta foto ulang). Dan server kurang kuat",1,2024-03-01 08:18:29,Negatif,
banyak Sekali Segi Minus Ini Aplikasi Maunya Tambahin File Foto di Galery Biar Egak Ribet Foto Sana Sini😑,1,2024-03-01 07:33:06,Negatif,
"Lupa password sirekap caranya bagaimana kak? selesai sy update,app sirekap nya tertulis Masuk,kembali kemanu utama,data"" SDH ada dalamnya password nya sy lupa🤦‍♀️",5,2024-03-01 06:39:44,Positif,
Jelek,3,2024-03-01 05:44:24,Netral,
Belum layak,1,2024-03-01 03:56:09,Negatif,
Share Sekalian sama cheat nya dong,1,2024-02-29 22:16:17,Negatif,
Aplikasi taiiikkkk... masa Input Data capek2 hasilnya kagak bisa sesuai... aplikasi cuman buat ngabisin anggran yaaach....... Atau emang sengaja buat memenangkan salah satu paslon dan ternyata ketauan yaaaaa.....wkwkwkekekekekekek,1,2024-02-29 20:18:10,Negatif,
Lama loginnya,5,2024-02-29 19:21:14,Positif,
Payah,1,2024-02-29 16:20:41,Negatif,
Aplikasi danga dongo sperti bapak ( Jokowi ) dan anak ( gibran )😂😂 gak pantas masuk di plastore inilah yang di namakan sampah masyarakat sebenarnya,1,2024-02-29 15:26:44,Negatif,
Payah,1,2024-02-29 14:44:17,Negatif,
Aplikasi bobrok,1,2024-02-29 14:00:02,Negatif,
Baru pertama kalinya aku menggunakan aplikasi ini,2,2024-02-29 13:45:35,Negatif,
Quik,5,2024-02-29 11:00:37,Positif,
Bagus,5,2024-02-29 09:37:14,Positif,
Kok Saya Gak bisa Daftar Sih? 😡😡😡🤬🤬🤬,1,2024-02-29 08:43:11,Negatif,
Aplikasi gk guna,1,2024-02-29 07:50:23,Negatif,
Tataian,1,2024-02-29 06:41:54,Negatif,
"Terlalu dipaksakan, buang buang uang saja, padahal uang tersebut bisa dipakai untuk mensejahterahkan masayarakat yang membutuhkan, malah di buat aplikasi tanggung macam ini",1,2024-02-29 06:13:01,Negatif,
Aplikasi gagal belum layak untuk digunakan...lain kalai kalau aplikasinya belum siap jangan di gunakan perbaiki dulu servernya biar bisa diakses seluruh Indonesia,1,2024-02-29 01:40:33,Negatif,
Produk gagal dr kpu,1,2024-02-29 01:32:17,Negatif,
Aplikasi terburuk yg pernah kupakai di smartphone.,1,2024-02-28 23:23:07,Negatif,
Sampe sekarang aku masih di tagih file dari sirekap. Tapi sirekap nya yg gk bisa ngunci dan nyimpan dokumen saya 👎 kasih bintang satu buat penilaian niat nya doang bikin ni aplikasi,1,2024-02-28 23:14:38,Negatif,
Butut,1,2024-02-28 17:38:12,Negatif,
⭐️1,1,2024-02-28 16:52:11,Negatif,
Mungkin apk ini cocoknya buat pemilu thun depan. Klo sekrng kyaknya blm siap Ppwp hal 2. Tombol editnya belum berfungsi tpi ini kyknya dsengaja. Revisi gtu pdhl kan mudah dan ini apk klas nasional lo. Bukan main2,1,2024-02-28 14:26:18,Negatif,
Gbs krim hsil..mau krim malah logout..mau login lg mlah invalid..stlh sy tny kpd pps n ppk ini server ny lg error..so mau smpai kpn server error..??sdngkn tgs anggota kpps sdh slsa msa krj ny,1,2024-02-28 13:24:43,Negatif,
Aplikasi curang....,1,2024-02-28 12:23:54,Negatif,
"Harusnya dikasih batas dpt maksimal 300, jadi kalo ada kesalahan pas input foto, angka yang terbaca tidak jauh hingga ribuan",1,2024-02-28 12:21:57,Negatif,
Aplikasi gak layak,1,2024-02-28 12:16:45,Negatif,
"Kerja kembali, part II perhitungan ulang. Kec. Tanjung senang . Bandar lampung.",5,2024-02-28 12:14:24,Positif,
Uang negara di habis kan sia2 untuk aplikasi gagal ini..,2,2024-02-28 11:41:24,Negatif,
Aplikasi gagal.......,1,2024-02-28 11:31:59,Negatif,
Oke,3,2024-02-28 10:03:09,Netral,
Disaranin bisa upload foto dari galeri agar lebih mudah. Dan lebih jelas,2,2024-02-28 04:53:14,Negatif,
Aplikasi ga jelas rugiin orang doang,1,2024-02-28 04:50:30,Negatif,
"Yg penting anggaran buat bikin aplikasi udh keluar Masalah urusan bisa dipake atau gx nya itu urusan nanti, sing penting aplikasinya udh jadi udh ada wujudnya.....",1,2024-02-28 04:49:02,Negatif,
"Sangat tidak bagus, masa mau foto aja langsung log out sendiri. Belum lagi kamera bawaan apk nya jelek malah nyalahin kpps😬😬",1,2024-02-28 04:48:52,Negatif,
"Sirekap gak jelas, seperti sudah di setting siapa pemenang nya, ini Apk seperti Apk judi online BANDAR PASTI MENANG",1,2024-02-28 03:43:53,Negatif,
Sering eror,1,2024-02-28 03:27:05,Negatif,
Apk tidak netral,1,2024-02-28 02:39:15,Negatif,
APLIKASI TIDAK LAYAK PAKAI! HANYA BUAT SUSAH KPPS,1,2024-02-28 02:21:29,Negatif,
Amit2 ih,1,2024-02-28 01:43:23,Negatif,
Kalau belum siap untuk digunakan jangan digunakan dulu. Jangan mementingkan semata proyek aplikasi saja.,1,2024-02-28 01:23:31,Negatif,
Payah gak berguna,1,2024-02-27 22:48:40,Negatif,
"Aplikasi saya kenapa ya tidak bisa login. Padahal username dan sandi sudah betul. Tapi, tidak bisa login. Kendala saya, saya pernah login aplikasi sirekapnya di Hp teman saya.",3,2024-02-27 21:17:38,Netral,
"Aplikasi ga guna , sering error ,data data yang direkap tiba² hilang semua ,",1,2024-02-27 18:10:01,Negatif,
Buruk,1,2024-02-27 17:02:08,Negatif,
"Setelah update versi terbaru malah gak bisa dibuka, autentikasi gagal. Gimana mau cpt selesai kalau sirekap aja gak bisa dibuka. Terus malah salahin kpps gak teliti pake si rekap. Parah sih",1,2024-02-27 15:48:29,Negatif,
Buahahaha... Sangat menggambarkan kualitas pemerintah,1,2024-02-27 14:51:18,Negatif,
1+1+2 = 1120,1,2024-02-27 14:38:49,Negatif,
app tolol,1,2024-02-27 13:40:00,Negatif,
"Aplikasi burik, belum siap udah dipaksa untuk dipakai,,,",1,2024-02-27 13:00:17,Negatif,
No komen,1,2024-02-27 12:36:47,Negatif,
"Lah jaleh alun layak, bapakai lo",1,2024-02-27 12:35:47,Negatif,
Ok,5,2024-02-27 12:22:44,Positif,
"Aplikasi gk bisa digunakan, gk bisa unggah file, belum bisa digunakan untuk pemilu tahun 2024 ini, kecewa aplikasinya jelek",1,2024-02-27 12:22:30,Negatif,
Kesalahan BSrE terus. Nanti kalau sudah lancar akan saya ganti ulasannya,5,2024-02-27 11:36:00,Positif,
Menyusahkan,2,2024-02-27 11:31:04,Negatif,
aplikasi slot demokrasi,1,2024-02-27 10:44:44,Negatif,
"Aplikasi tidak lulus uji, sangat susah di operasi kan",1,2024-02-27 09:42:01,Negatif,
"Apk kaga jelas, bukannya mempermudah malah mempersulit. Lain kali kalau belum siap pake aplikasi, gak usah sok-sokan lah.",1,2024-02-27 09:15:10,Negatif,
"Sangat sulit terkoneksi ke server, belum siap utk pakai aplikasi ini di pemilu selanjutnya",1,2024-02-27 09:13:39,Negatif,
Aplikasi ga guna .. Buat repot ..,1,2024-02-27 08:46:34,Negatif,
Gak bisa upload file siRekap-nya gimana ini?,1,2024-02-27 07:44:34,Negatif,
"Kurang banget buat digitalisasi terkesan maksain banget, bukannya teknologi mempermudah tapi malah memper ribet",1,2024-02-27 07:36:48,Negatif,
"Sebentar"" harus update, Pembacaan tidak akurat, hingga bikin kisruh, sering down dan banyak lagi. Tidak layak.",1,2024-02-27 05:57:07,Negatif,
"Aplikasi yang bagus, bagusnya jangan di download",1,2024-02-27 05:20:11,Negatif,
Mantap transparan,5,2024-02-27 03:51:23,Positif,
Error,1,2024-02-27 03:41:56,Negatif,
"Klo blm siap jgn maksa, aplikasi bapuk",1,2024-02-27 02:19:34,Negatif,
"Aplikasi sampah, anggaran pembuatan aplikasinya pasti banyak di sikat orang-orang KPU ni.",1,2024-02-27 01:26:49,Negatif,
Aplikasi pembodohan publik!!!,1,2024-02-27 00:18:57,Negatif,
"Aplikasi GATOT alias GAGAL TOTAL, dibikin pusing cuma gara gara aplikasi ini. Kalo ga siap gausahlah pake digital2 apaan",1,2024-02-26 16:40:29,Negatif,
Aplikasi belum siap jangan digunakan sudah foto tapi suruh kirim ulang foto,1,2024-02-26 15:23:32,Negatif,
Ga jelas bikin pulang subuh,1,2024-02-26 15:22:48,Negatif,
Aplikasi aneh,1,2024-02-26 15:19:29,Negatif,
PARAAAH,1,2024-02-26 14:36:23,Negatif,
Aplikasi buruk. Bisa-bisanya suara yang sudah naik turun lagi,1,2024-02-26 14:22:55,Negatif,
"Aplikasi butut, herannya kpu dikasih waktu 5 tahun untuk buat ni aplikasi tapi hasilnya malah seadanya, kayak ga niat buat (lebih ke ""hemat budget"" mungkin). Gak bisa unggah foto dari galeri, kualitas foto jadi jelek banget + blur, gak ada flash, sudah diunggah suka minta foto ulang yang mana itu buat repot. Lain kali kalo diamanahkan untuk buat aplikasi tolong buatlah dengan sebaik mungkin, masukan dari teman"" yang sudah diulas tolong dipikirkan.",1,2024-02-26 13:47:32,Negatif,
Payah bangett bikin ribet,1,2024-02-26 13:22:56,Negatif,
"Aplikasine sek bosokk, sek disalahke KPPS",1,2024-02-26 13:08:16,Negatif,
"Gegara aplikasi ini, kerja lebih dari 24 jam nonstop dipersalahkan oleh komisioner KPU RI, Bu Betty",1,2024-02-26 11:43:48,Negatif,
"Aplikasi masih banyak kekurangan, kamera tidak bisa difokuskan selalu blur padahal penerangan sudah maksimal sekali, sampai H-6 masih ada update aplikasi, harusnya H- beberapa bulan sudah tidak ada update lagi, login susah, sudah hampir tidak tidur dan aplikasi bermasalah dan KPPS masih disalahkan, jika ada rating minus sudah saya kasih rating minus",1,2024-02-26 10:25:28,Negatif,
Aplilasi bobrok,1,2024-02-26 09:47:56,Negatif,
Kalau belum mampu buat aplikasi. Uangnya jangan dimakan dong... banyak anak bangsa yg mampu buat aplikasi lebih bagus dari ini.,1,2024-02-26 09:26:36,Negatif,
Kamera hp sudah bagus. Begitu masuk aplikasi ini turun drastis luarbiasa. Engineernya kurang dana.,1,2024-02-26 09:19:10,Negatif,
"Aplikasi kocak kagak guna, nyesel njir gua instal isinya hoax mulu",1,2024-02-26 08:22:02,Negatif,
Benar benar apk burik dan membagongkan,1,2024-02-26 07:44:20,Negatif,
aplikasi tergoblok yang pernah gua install sepanjang sejarah,1,2024-02-26 06:36:14,Negatif,
"Minimal anggaran negara dibuat nyewa LC saja gausah buat aplikasi, sok²an modernisasi",1,2024-02-26 06:14:27,Negatif,
hampir sakit gara2 aplikasi ini,1,2024-02-26 05:26:43,Negatif,
Halaman nomor 2 presiden bagian suara sah paslon tidak bisa diedit padahal suara sah paslon tidak sesuai. Anehnya pemilihan partai politik sirekap aman aman saja.,2,2024-02-26 04:42:29,Negatif,
banyak kendala yg terhadi di apk,1,2024-02-26 04:32:40,Negatif,
Good,5,2024-02-26 03:36:01,Positif,
"GAK NIAT BANGET BIKIN APLIKASI , KAMERA 108 MEGAPIXEL JADI BUREM GARA² FITUR KAMERA APK BURIQ , KASIH AJA FITUR UPLOAD BIAR GAMBARNYA JELAS, TRUS APAAN COBA CROP MANUAL , MINIMAL KAYA CAMSCANER BISA NGEPASIN LANGSUNG JADI GAK LAMA² UDAH WAKTUNYA NGITUNG MASIH FOTO² MEMPERLAMBAT PROSES PENGHITUNGAN , MINIMAL ANGGARAN BUAT BIKIN SERVER JANGAN DISUNAT, DARI SIMULASI1-TERAKHIR BANYAK DATA YG SALAH BACA DARI PADA YANG BENER, APALAGI UPLOADNYA LAMA , PERSIAPAN 5 TAHUN NGAPAIN AJA, NOL BESAR",1,2024-02-26 03:09:33,Negatif,
aplikasi sampah,1,2024-02-26 03:05:30,Negatif,
aplikasinya yang burik malah nyalahin ponsel kppsnya 🤣,1,2024-02-26 02:08:18,Negatif,
Semangat terus sirekap. Saya harap akan terus digunakan untuk pilkada dan pilpres yg akan datang.,5,2024-02-26 01:47:54,Positif,
"Dasar, gara² lu aplikasi yg gak bener, para KPPS jadi korban dituduh curang, SDM rendah,kamera hp nya jelek sampe banyak kpps yg opname IGD gara² aplikasi sirekap ini",1,2024-02-26 00:46:30,Negatif,
Aplikasi gagal,1,2024-02-26 00:00:39,Negatif,
"apk kocak, kalo beli server jangan beli server murahan...",1,2024-02-25 23:48:39,Negatif,
Aplikasi gak jelas,1,2024-02-25 19:32:01,Negatif,
Sirekap membantu masyarakat kecil untuk melihat hasil pemilihan yang jujur dan adil.,5,2024-02-25 18:47:16,Positif,
Siiiiip......,5,2024-02-25 18:12:58,Positif,
Oke,5,2024-02-25 18:07:53,Positif,
Sangat membantu,5,2024-02-25 17:37:59,Positif,
"Sudah di beri akses dari kpu tapi sekarang tidak dapat login,username or pass salah,sebagai anggota kpps kita merasa kerja kita tidak baik atau buruk karena kendala sirekap,tidak mudah,tidak semuanya dapat untuk mengunggah file c hasil pleno,dan admin malah di minta login kembali,dan ketika login di tidak dapat karena server tidak mampu membaca username admin dan passnya.",1,2024-02-25 16:28:09,Negatif,
Apk sangat membayangkan,1,2024-02-25 16:19:10,Negatif,
MOHON DIBENAHI KEMBALI SEBELUM KEMBALI DIOPERASIONALKAN!!! Dan jangan sesekali menyalahkan pengguna yg akan menggunakan untuk menginput data karena masalah dari awal kan harusnya ada uji coba dan kelayakan untuk pemakaian yg merata masa belum siap tapi udh di edarkan untuk menggunakan ke seluruh panitia. Pikir dulu evaluasi dulu dong...anggaran yg digunakan untuk membuat aplikasi hanya sia sia,1,2024-02-25 16:19:05,Negatif,
Oke,5,2024-02-25 15:38:16,Positif,
Masih banyak PR yang harus segera diselesaikan.,1,2024-02-25 14:36:22,Negatif,
Bikin susah petugas KPPS,1,2024-02-25 14:35:03,Negatif,
Aplikasi bobrok..ngabisin uang anggaran pemerintah ajah..lebih baik dana nya di alokasikan untuk rakyat yg tidak mampu,1,2024-02-25 14:22:36,Negatif,
Orang Indonesia ngga bodoh semua. Hanya aplikasi beginian kok 3 milyar lebih. Udah gitu server nya di Singapura. Tulisan x kebaca angka 8. Ini aplikasi murahan ngga mutu. Pakailah produk dalam negeri. Terimakasih.,1,2024-02-25 13:22:55,Negatif,
Kacauuu,1,2024-02-25 13:12:45,Negatif,
"Terima kasih sirekap. See You Pilkada 2024,semoga lebih update lagi🔥",5,2024-02-25 13:07:53,Positif,
Aplikasi Erorr,1,2024-02-25 12:49:28,Negatif,
aplikasi yang cuma menambah permasalahan di tps. gajelas. LOL,1,2024-02-25 12:31:26,Negatif,
Oke,5,2024-02-25 11:53:01,Positif,
Aplikasi yang gak berkualitas,1,2024-02-25 10:55:27,Negatif,
Sengaja aplikasi dibuat jelek wkwkwk supaya ga banyak yg bisa aksesnya ya?,1,2024-02-25 09:11:58,Negatif,
Sakirana te bisa nyieun apk nggeus ntong nyieun Matak ngalieurkeun ka masyarakat,1,2024-02-25 08:42:28,Negatif,
"Bang udah bang lu ga cocok bkin aplksi, mnding balik lgi aja jualan seblak",1,2024-02-25 06:40:13,Negatif,
Aplikasi kaga jelas,1,2024-02-25 06:13:48,Negatif,
Aplikasi belum siap pakai tapi dipaksa untuk meluncur dan merugikan banyak orang. Terutama anggota kpps yg dijadikan kambing hitam padahal emg apknya yg belum siap pakai sepenuhnya,1,2024-02-25 06:08:32,Negatif,
"Seperti ini siapa yang salah, KPU atau admin Sirekap yang sudah berusaha agar data secara benar dan jujur terupload di aplikasi. Bisa-bisanya menyalahkan admin, pilkada besok tolong diperbaiki ya apk ini. Apk belum mateng disuruh kejar tayang. Sekian, terimakasih. Semoga lebih baik. 🙏",1,2024-02-25 05:10:06,Negatif,
Mempersulit kinerja kpps aplikasi mending hitung manual aja yang dari hasil C,1,2024-02-25 04:58:52,Negatif,
"Apk yg harusnya memudahkan malah sebaliknya, padahal pemilu diadakan 5 tahun sekali. Padahal prepare dll, bisa dilakukan jauh jauh bulan.",1,2024-02-25 03:59:09,Negatif,
"Ya, apa yg bisa diharapkan dari KPU, developer dan pemerintah berwenang yang dari awalnya saja sudah mendukung kecurangan, melanggar etika, diam saat tahu ada yang salah. Get well soon, Indonesia! 1. Aplikasi tidak siap menampung ""crowd system"" di hari-H. 2. Server lemah dan bermasalah. Tidak ada limit atas jumlah suara sesuai jml maksimal DPT (300)",1,2024-02-25 03:53:46,Negatif,
"Aplikasi kntl, gaguna anjg",1,2024-02-25 03:43:45,Negatif,
"Aplikasi gila gilaan, masa di hp kita udah terunggah semua, udah clear semua, bisa bisanya di kecamatan untuk tps kami belum ke unggah katanya, gimana ceritanya Jelas jelas di aplikasi kita udah siap semua dari kemarin Tolong dong yg buat aplikasi ini Jadi tps kami seakan akan bodoh kali gak kami unggah unggah, padahal udah clear semua",1,2024-02-25 02:58:13,Negatif,
"Lain kali kalo mau mengoperasikan aplikasi tuh dipikir mateng2 dulu, kuat ga kalo diakses orang se indonesa ini bersamaan. Namanya juga aplikasi khusus buat ngirim hasil suara pemilu, jelas banyak orang yg ngakses di 1 hari itu. Aplikasi yg bobrok tapi mengkambing hitamkan kpps yg curang. Niatnya mempermudah tapi malah memperuwet tau gakkk",1,2024-02-25 02:42:45,Negatif,
attitude nol,1,2024-02-25 02:26:03,Negatif,
Enggak mutu,1,2024-02-25 00:10:41,Negatif,
"Bikin rumit aja ini apk,system down kaya gini masih d pake",1,2024-02-24 23:44:16,Negatif,
Pengalaman pertama menjadi anggota KPPS 2024 menggunakan aplikasi ini. Pengalaman KPPS sebelumnya manual saja tanpa menggunakan teknologi digital. Link aktivasi dari KPU berjalan lancar dan cepat untuk diakses serta tidak ada kendala dalam proses login. Semoga saat digunakan saat hari H berjalan lancar. Sayang sekali pas hari H pencoblosan malah menyulitkan tugas KPPS.,1,2024-02-24 18:48:22,Negatif,
Letoy bukan main,1,2024-02-24 18:37:07,Negatif,
"Server swasta Singapore gak kuat, data rakyat dijual ke luar negri, pemilu jadi proyek bisnis pribadi. Menodai asas jurdil pemilu 2024, sejarah buruk di indonesia, jadi bahan lelucon di luar negri.",5,2024-02-24 18:13:27,Positif,
"Aplikasi Jelek, masih kurang layak digunakan. Terkesan di paksakan, padahal digunakan untuk kegiatan sangat penting. Dilihat dari desain UI/UX nya juga kurang proper ala kadarnya. Terkesan seperti orang yang baru belajar membuat aplikasi, kurang profesional.",2,2024-02-24 15:43:03,Negatif,
Oke,5,2024-02-24 14:20:37,Positif,
Sangat membatu info,1,2024-02-24 14:14:30,Negatif,
"APLIKASI SAMPAH, BIKIN SUSAH RAKYAT!!!!",5,2024-02-24 14:03:22,Positif,
Aplikasi gagal kambing hitam anggota kpps,1,2024-02-24 13:45:41,Negatif,
Tidak membantu malah nyusahin,1,2024-02-24 13:24:48,Negatif,
Aplikasi pembohongan... Hanya buang2 uang negara.,1,2024-02-24 12:10:46,Negatif,
Gk ada fitur hapus,1,2024-02-24 11:54:42,Negatif,
sengaja download aplikasi pemecah bangsa hanya untuk bilang caonima.,1,2024-02-24 11:49:04,Negatif,
Aplikasi gagal,1,2024-02-24 11:42:07,Negatif,
"Apk yg tidak jelas tidak bisa jadi panutan, pembodohan publik",1,2024-02-24 11:18:31,Negatif,
Aplikasi pembodohan,1,2024-02-24 11:18:03,Negatif,
bagus,5,2024-02-24 10:39:45,Positif,
"Belum pernah daftar, disuruh sign in, tapi gak bisa daftar juga ANEH",1,2024-02-24 10:11:38,Negatif,
"HOIii,KALO UPDATE YANG BENAR , CPLANO PRESIDEN DAN WAKIL PRESIDEN HALAMAN 2, TIDAK BISA DI EDIT SESUAI CPLANO ASLI , KEMARIN HARI H BISA DI EDIT SEMUA ,SEKARANG KOK GA BISA DI EDIT,jgn jd apk hoax,parah ,pantesan paslon1 lsg nanjak ,di apk paslon 1 di lock 600an ,paslon 2 3 cuma 100an ,parah nich",1,2024-02-24 10:03:37,Negatif,
Ini developernya siapa ya.. kalau misal gak sanggup ngerjain projek sirekap jgn maksa di ambil projeknya... Nyusahin petugas lapangan.. aplikasi eror mulu,1,2024-02-24 09:21:58,Negatif,
Baru aja di buka udah hang lagi.sepertinya aplikasi ini belum siap dirilis deh,1,2024-02-24 09:03:48,Negatif,
App dontol,1,2024-02-24 08:21:21,Negatif,
Aplikasi GATOT,1,2024-02-24 06:50:24,Negatif,
Pret,1,2024-02-24 06:38:17,Negatif,
"Aplikasi cacat,aplikasi prematur,banyak bug ,banyak error, aplikasi tersampah yang pernah saya pake semenjak pake hp android,KPU pake nyalahin kpps banyak aplikasi nya aja cacat, upload satu foto susah nya mintak ampun,apa lagi pas pemilu 67 yang mau di upload,1 foto aja setelah berjam jam baru bisa id upload,Kadang gak bisa sama sekali,apa mungkin dana pembuatan aplikasi di korupsi sampai bisa aplikasi nya secacat sprematur ini,HELLO ini aplikasi buat negara EMANG BOLEH SECACAT INI APLIKASINYA",1,2024-02-24 06:28:17,Negatif,
Pemilunya sudah selesai ada update lagi sirekap aplikasi bikin orang pusing,1,2024-02-24 03:53:58,Negatif,
"Kalau bisa pilih bintang lebih baik tidak ada bintang, bukan tidak ingin meng apresiasi orang/developer ini. Tapi masa sih 5 tahun tidak bisa mengembangkan aplikasi tersebut apakah tidak ada Dana? atau Bagaimana? malahan membuatnya mendadak (22 Januari 2024) aneh banget, server kurang jadinyakan overload, dan banyak bug. Kalau ga niat buat jangan buat lah malah memusingkan orang-orang. Untuk tahun ini lebih baik ditutup dulu, perbanyak servernya biar Kami juga merasa nyaman sebagai pengguna. TY",1,2024-02-24 03:32:46,Negatif,
Tidak membantu sama sekali,1,2024-02-24 03:30:08,Negatif,
Aplikasi BAJINGAN TENAN,1,2024-02-24 03:04:30,Negatif,
Apk busuk....yang penting banyak yg download jadi cuan.,1,2024-02-24 02:42:59,Negatif,
Sudah santai hasil sudah masuk gara gara aplikasi ini dipanggil lagi karena harus foto hasil 😭😭😭😭😭😭,1,2024-02-24 02:31:41,Negatif,
Error' terus malah nyusahin kpps sampe tanggal 24 aja harus Poto lagi c Plano,1,2024-02-24 01:33:13,Negatif,
Cape bgt sm aplikasinya :(,1,2024-02-24 01:09:17,Negatif,
